	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.00238665442616	85.2496613620
52.0	0.00259341838548	84.9862113760
53.0	0.00282631299126	84.6968418452
54.0	0.00309017074269	84.3769727055
55.0	0.00339105770825	84.0208653469
56.0	0.00373668967664	83.6212304874
57.0	0.00413702771238	83.1686658394
58.0	0.00460514959389	82.6508307706
59.0	0.00515855730895	82.0512032178
60.0	0.00582119549904	81.3471509453
61.0	0.00662667045768	80.5068352709
62.0	0.00762357962309	79.4840388635
63.0	0.00888472480462	78.2091124242
64.0	0.0105238563401	76.5722241321
65.0	0.0127278973382	74.3902299692
66.0	0.0158229844253	71.3356662036
67.0	0.0204178511304	66.7692985897
68.0	0.02771437408	59.3024803667
69.0	0.0399074552327	45.6008305130
70.0	0.0569106214712	18.6037459791
71.0	0.0593455953476	-20.4878802421
72.0	0.0447412676947	-48.1015632408
73.0	0.0331902135153	-62.1440670561
74.0	0.0261148604116	-69.7712376254
75.0	0.0216276714737	-74.4265895799
76.0	0.0186023932591	-77.5412156511
77.0	0.0164544363492	-79.7712662017
78.0	0.0148671763079	-81.4517499187
79.0	0.013658094231	-82.7695745496
80.0	0.0127157720163	-83.8366560689
81.0	0.0119688053425	-84.7239215364
82.0	0.0113695422995	-85.4784575072
83.0	0.0108850968925	-86.1327594042
84.0	0.010492135826	-86.7100079124
85.0	0.0101737242062	-87.2272246536
86.0	0.00991734649191	-87.6972374706
87.0	0.00971362551913	-88.1299482063
88.0	0.00955547086592	-88.5331764068
89.0	0.00943750024019	-88.9132370236
90.0	0.00935563911644	-89.2753466685
91.0	0.00930684042163	-89.6239169120
92.0	0.00928888708214	-89.9627718968
93.0	0.00930025357103	-90.2953147184
94.0	0.0093400109054	-90.6246591351
95.0	0.00940776494051	-90.9537381859
96.0	0.0095036215394	-91.2853982792
97.0	0.00962817482407	-91.6224853527
98.0	0.00978251696823	-91.9679287307
99.0	0.0099682693871	-92.3248278865
100.0	0.0101876374032	-92.6964691731
