	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	78.0940551407	-21.2545538749
51.0	85.5651393842	-22.7752432722
52.0	93.9437916598	-24.4753791473
53.0	103.371540578	-26.3869696923
54.0	114.011520801	-28.5490649390
55.0	126.047794287	-31.0093270862
56.0	139.680127380	-33.8257401432
57.0	155.109868417	-37.0681916881
58.0	172.509583965	-40.8193004203
59.0	191.965266281	-45.1732113118
60.0	213.377193833	-50.2300339219
61.0	236.310482113	-56.0823334640
62.0	259.813355628	-62.7896178360
63.0	282.286772218	-70.3397997054
64.0	301.576205595	-78.6067865292
65.0	315.452558787	-87.3291048661
66.0	322.397090793	-96.1395928074
67.0	322.221660502	-104.649423456
68.0	316.049544006	-112.544602579
69.0	305.714400284	-119.641280649
70.0	293.068208020	-125.883304650
71.0	279.571380533	-131.304947958
72.0	266.196508461	-135.988706928
73.0	253.505561539	-140.033932666
74.0	241.773626086	-143.538620428
75.0	231.097361732	-146.590949137
76.0	221.472101074	-149.266570386
77.0	212.840958902	-151.628776295
78.0	205.123986613	-153.729868441
79.0	198.234533662	-155.612865447
80.0	192.087888892	-157.313156714
81.0	186.605453838	-158.859951868
82.0	181.716418365	-160.277491251
83.0	177.358096263	-161.586032061
84.0	173.475581619	-162.802641869
85.0	170.021095806	-163.941833926
86.0	166.953227721	-165.016076311
87.0	164.236171058	-166.036200917
88.0	161.839011571	-167.011734683
89.0	159.735082917	-167.951169831
90.0	157.901397303	-168.862187062
91.0	156.318147231	-169.751842431
92.0	154.968271203	-170.626726458
93.0	153.837072352	-171.493102157
94.0	152.911881351	-172.357027383
95.0	152.181753344	-173.224465950
96.0	151.637186295	-174.101390916
97.0	151.269854494	-174.993883009
98.0	151.072339567	-175.908226327
99.0	151.037852344	-176.851003264
100.0	151.159927584	-177.829039441
