	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	8.18543477073	159.282179089
51.0	8.95283436921	157.796986328
52.0	9.81150113408	156.134673294
53.0	10.7754162446	154.263394226
54.0	11.8606267213	152.144274422
55.0	13.0851331462	149.729840995
56.0	14.4683028700	146.962314526
57.0	16.0293658383	143.772028950
58.0	17.7842524723	140.076605356
59.0	19.7396560730	135.782158651
60.0	21.8829521410	130.788861390
61.0	24.1671568176	125.004454835
62.0	26.4928971609	118.369764106
63.0	28.6960126756	110.897239288
64.0	30.5580399199	102.713368188
65.0	31.8559623326	94.0800553537
66.0	32.4416702790	85.3649337003
67.0	32.3031954922	76.9573451623
68.0	31.5604856700	69.1718478775
69.0	30.4030288877	62.1929096182
70.0	29.0196478165	56.0773622027
71.0	27.5577460785	50.7916781734
72.0	26.1144412909	46.2541824407
73.0	24.7450068258	42.3664290953
74.0	23.4757323274	39.0314222023
75.0	22.3150356928	36.1620875271
76.0	21.2612935761	33.6839966713
77.0	20.3077920372	31.5352138681
78.0	19.4456429290	29.6649441862
79.0	18.6654049146	28.0318449648
80.0	17.9579281490	26.6023942875
81.0	17.3147527222	25.3494669611
82.0	16.7282601006	24.2511528672
83.0	16.1916937457	23.2898042031
84.0	15.6991149975	22.4512801756
85.0	15.2453309613	21.7243555283
86.0	14.8258145025	21.1002617767
87.0	14.4366266527	20.5723355913
88.0	14.0743465307	20.1357534543
89.0	13.7360111034	19.7873362308
90.0	13.4190655694	19.5254104771
91.0	13.1213246245	19.3497164843
92.0	12.8409446191	19.2613543323
93.0	12.5764065966	19.2627603565
94.0	12.3265107144	19.3577064443
95.0	12.0903826243	19.5513125032
96.0	11.8674930544	19.8500608042
97.0	11.6576919821	20.2617952634
98.0	11.4612593149	20.7956815808
99.0	11.2789743826	21.4620935230
100.0	11.1122061956	22.2723573311
