	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	55.0753254913	-20.4236388593
51.0	60.1929767465	-21.9157864563
52.0	65.9171963489	-23.5864425856
53.0	72.3410185848	-25.4675658414
54.0	79.5712386534	-27.5981533161
55.0	87.7276644583	-30.0258103782
56.0	96.9392070570	-32.8084603983
57.0	107.333859471	-36.0159254592
58.0	119.017631831	-39.7307542752
59.0	132.035001558	-44.0470161546
60.0	146.301776933	-49.0647391780
61.0	161.504946912	-54.8764007052
62.0	176.982689714	-61.5414134307
63.0	191.641996601	-69.0475870121
64.0	204.028819825	-77.2687171788
65.0	212.659731971	-85.9432091960
66.0	216.551170509	-94.7037690967
67.0	215.626798673	-103.161426209
68.0	210.688571519	-111.002029419
69.0	203.000696136	-118.041557758
70.0	193.821921802	-124.223670558
71.0	184.134359056	-129.582435694
72.0	174.584774341	-134.200123818
73.0	165.541096763	-138.175837919
74.0	157.178241547	-141.607300147
75.0	149.552199300	-144.582388172
76.0	142.652216112	-147.176420974
77.0	136.433766137	-149.452322789
78.0	130.837962644	-151.461987540
79.0	125.802338170	-153.247981655
80.0	121.266453352	-154.845191969
81.0	117.174534212	-156.282268814
82.0	113.476464418	-157.582829034
83.0	110.127905489	-158.766433795
84.0	107.089985025	-159.849372335
85.0	104.328795641	-160.845286406
86.0	101.814837216	-161.765666594
87.0	99.5224688965	-162.620246949
88.0	97.4294047605	-163.417319547
89.0	95.5162635967	-164.163985692
90.0	93.7661766654	-164.866357274
91.0	92.1644508504	-165.529718752
92.0	90.6982816692	-166.158657574
93.0	89.3565116894	-166.757169722
94.0	88.1294280073	-167.328744857
95.0	87.0085959381	-167.876435503
96.0	85.9867232690	-168.402912988
97.0	85.0575533032	-168.910512941
98.0	84.2157844925	-169.401272664
99.0	83.4570158691	-169.876962478
100.0	82.7777177206	-170.338969492
