	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	8.23700690738	159.235160915
51.0	9.01050502546	157.748594495
52.0	9.87611820761	156.084875500
53.0	10.8479695689	154.212156672
54.0	11.9422725928	152.091561647
55.0	13.1772200692	149.675615753
56.0	14.5723952236	146.906537689
57.0	16.1472582113	143.714659411
58.0	17.9179608095	140.017599650
59.0	19.8913612303	135.721471139
60.0	22.0548569586	130.726443813
61.0	24.3612060200	124.940256128
62.0	26.7103185215	118.303730356
63.0	28.9367052936	110.829313316
64.0	30.8199890509	102.643489314
65.0	32.1350331033	94.0081590808
66.0	32.7320999827	85.2909514125
67.0	32.5987107968	76.8812037210
68.0	31.8555099516	69.0934692075
69.0	30.6934272115	62.1122102777
70.0	29.3028632937	55.9942527221
71.0	27.8325364888	50.7060626622
72.0	26.3804881008	46.1659577767
73.0	25.0025630674	42.2754842506
74.0	23.7253641185	38.9376373921
75.0	22.5574538472	36.0653332569
76.0	21.4972523626	33.5841327251
77.0	20.5380326310	31.4320880904
78.0	19.6708644383	29.5583910793
79.0	18.8862515553	27.9216840667
80.0	18.1749856355	26.4884286469
81.0	17.5285495205	25.2314808986
82.0	16.9392710980	24.1289097504
83.0	16.4003449683	23.1630438382
84.0	15.9057884264	22.3197158158
85.0	15.4503692360	21.5876704508
86.0	15.0295253654	20.9581051446
87.0	14.6392867710	20.4243181260
88.0	14.2762050215	19.9814421719
89.0	13.9372925308	19.6262485211
90.0	13.6199727341	19.3570072455
91.0	13.3220409290	19.1733945545
92.0	13.0416362713	19.0764377658
93.0	12.7772246280	19.0684909204
94.0	12.5275929896	19.1532329016
95.0	12.2918558677	19.3356794964
96.0	12.0694750514	19.6221972304
97.0	11.8602940255	20.0205032967
98.0	11.6645893162	20.5396271198
99.0	11.4831406113	21.1898006321
100.0	11.3173222469	21.9822093598
