	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	79.1639336413	-21.3902798864
51.0	86.7722434183	-22.9137838024
52.0	95.3079554641	-24.6167017921
53.0	104.915973796	-26.5310361160
54.0	115.763405582	-28.6958303783
55.0	128.038923841	-31.1587397423
56.0	141.947511560	-33.9777404651
57.0	157.696144035	-37.2227115636
58.0	175.462913982	-40.9762625695
59.0	195.338163486	-45.3325281952
60.0	217.223361714	-50.3916069003
61.0	240.678462942	-56.2460518124
62.0	264.735948912	-62.9553574133
63.0	287.766695123	-70.5074218542
64.0	307.572023245	-78.7761365499
65.0	321.873045030	-87.5000106904
66.0	329.111712648	-96.3118631780
67.0	329.085933752	-104.822846155
68.0	322.933145681	-112.718942484
69.0	312.519067423	-119.816277430
70.0	299.731638865	-126.058670291
71.0	286.061693613	-131.480364214
72.0	272.503498388	-136.163822284
73.0	259.632654050	-140.208359000
74.0	247.731897022	-143.711929390
75.0	236.901589583	-146.762668241
76.0	227.138361932	-149.436178348
77.0	218.385255830	-151.795698204
78.0	210.561527088	-153.893470203
79.0	203.579390863	-155.772447700
80.0	197.352882563	-157.467947905
81.0	191.802152734	-159.009100719
82.0	186.855202368	-160.420058193
83.0	182.448246997	-161.720979824
84.0	178.525380624	-162.928824738
85.0	175.037920596	-164.057985920
86.0	171.943641798	-165.120797782
87.0	169.206004208	-166.127943624
88.0	166.793430371	-167.088784918
89.0	164.678651507	-168.011629483
90.0	162.838130060	-168.903952255
91.0	161.251553473	-169.772579577
92.0	159.901392251	-170.623845019
93.0	158.772513837	-171.463724063
94.0	157.851840151	-172.297952346
95.0	157.128041033	-173.132132278
96.0	156.591250389	-173.971831078
97.0	156.232797713	-174.822673295
98.0	156.044940586	-175.690429809
99.0	156.020587957	-176.581104986
100.0	156.152999403	-177.500873204
