	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.822653834073	152.799499787
51.0	0.917151368321	151.280172154
52.0	1.02449845493	149.586024450
53.0	1.14681172607	147.685158597
54.0	1.28656425149	145.538656217
55.0	1.44659905546	143.099010276
56.0	1.63008869123	140.308417016
57.0	1.84038275668	137.097196630
58.0	2.08064228495	133.382967626
59.0	2.35310100044	129.071854700
60.0	2.65774154106	124.064052891
61.0	2.99021541088	118.267340177
62.0	3.33916852183	111.622593887
63.0	3.68402036932	104.142332894
64.0	3.99553513805	95.9531321676
65.0	4.24174390991	87.3170037800
66.0	4.39859869601	78.6017106007
67.0	4.45928414889	70.1967494984
68.0	4.43527905427	62.4168614180
69.0	4.34909430384	55.4467282929
70.0	4.22497290847	49.3434311618
71.0	4.08289740762	44.0737316647
72.0	3.93676706773	39.5562886979
73.0	3.79507242165	35.6930416388
74.0	3.66237278148	32.3874380047
75.0	3.54068600572	29.5529136455
76.0	3.43051738997	27.1156264698
77.0	3.33153717045	25.0143146228
78.0	3.24299655332	23.1989575128
79.0	3.16397080272	21.6291027284
80.0	3.09349502957	20.2722522024
81.0	3.03063606551	19.1024586517
82.0	2.97452750332	18.0991677803
83.0	2.92438414424	17.2462930191
84.0	2.87950554715	16.5314916190
85.0	2.83927428766	15.9456088963
86.0	2.80315221476	15.4822595852
87.0	2.77067665640	15.1375206485
88.0	2.74145774802	14.9097134599
89.0	2.71517769755	14.7992575308
90.0	2.69159261961	14.8085790816
91.0	2.67053752910	14.9420588596
92.0	2.65193522199	15.2060004782
93.0	2.63580975933	15.6085974033
94.0	2.62230558798	16.1598669716
95.0	2.61171335953	16.8715089949
96.0	2.60450368271	17.7566281287
97.0	2.60136998589	18.8292377329
98.0	2.60328140954	20.1034374963
99.0	2.61154580514	21.5921360494
100.0	2.62788160246	23.3051637964
