	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	3.51808390143	155.088784519
51.0	3.89671135458	153.526619305
52.0	4.32519166022	151.786812677
53.0	4.81164938631	149.837416803
54.0	5.36555100627	147.639447689
55.0	5.99773687269	145.145315377
56.0	6.72023386282	142.297114778
57.0	7.54561947504	139.025044955
58.0	8.48554144895	135.246581856
59.0	9.54777207445	130.867684304
60.0	10.7309868012	125.788356448
61.0	12.0166424848	119.916157493
62.0	13.3586727894	113.191716000
63.0	14.6752054475	105.627268967
64.0	15.8514720233	97.3490728195
65.0	16.7636794999	88.6187808430
66.0	17.3208777716	79.8037522598
67.0	17.5006621060	71.2930305040
68.0	17.3520207202	63.4008475568
69.0	16.9658931931	56.3113141979
70.0	16.4385246834	50.0808706566
71.0	15.8483464252	44.6755594145
72.0	15.2493350876	40.0132317786
73.0	14.6740440155	35.9949198199
74.0	14.1396171661	32.5230505513
75.0	13.6533363474	29.5099110268
76.0	13.2166836630	26.8803644183
77.0	12.8279932418	24.5716877000
78.0	12.4840653271	22.5322091419
79.0	12.1810993579	20.7196078409
80.0	11.9152073946	19.0992684296
81.0	11.6826792714	17.6428407829
82.0	11.4801052018	16.3270401514
83.0	11.3044191098	15.1326731147
84.0	11.1528997570	14.0438578665
85.0	11.0231507470	13.0474044540
86.0	10.9130715031	12.1323236536
87.0	10.8208254892	11.2894383403
88.0	10.7448094351	10.5110756222
89.0	10.6836249949	9.79082327660
90.0	10.6360537769	9.12333690525
91.0	10.6010358835	8.50418769894
92.0	10.5776518773	7.92974283881
93.0	10.5651083431	7.39707214775
94.0	10.5627265702	6.90387627698
95.0	10.5699346935	6.44843233490
96.0	10.5862630665	6.02955387545
97.0	10.6113432653	5.64656210944
98.0	10.6449109817	5.29926568429
99.0	10.6868133093	4.98794565861
100.0	10.7370213072	4.71333797682
