	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	79.1207792394	-21.3233024198
51.0	86.7077925599	-22.8455380525
52.0	95.2180880303	-24.5472157556
53.0	104.795793742	-26.4603416422
54.0	115.607084497	-28.6239634326
55.0	127.839519740	-31.0857407735
56.0	141.696773024	-33.9036549554
57.0	157.384324353	-37.1475903956
58.0	175.078649911	-40.9001625210
59.0	194.868526510	-45.2555124741
60.0	216.654269613	-50.3137458889
61.0	239.995733380	-56.1674233546
62.0	263.927299143	-62.8760480319
63.0	286.824764978	-70.4275271051
64.0	306.497814528	-78.6957621415
65.0	320.678178934	-87.4192732960
66.0	327.817626839	-96.2308915244
67.0	327.719643484	-104.741782135
68.0	321.521568768	-112.637942466
69.0	311.084672977	-119.735513524
70.0	298.290683602	-125.978332037
71.0	284.624549792	-131.400660176
72.0	271.075941829	-136.084981831
73.0	258.217277933	-140.130634638
74.0	246.329272792	-143.635598677
75.0	235.511098763	-146.688036597
76.0	225.758747205	-149.363581845
77.0	217.014968716	-151.725506541
78.0	209.198938740	-153.826090299
79.0	202.222915714	-155.708327518
80.0	196.001049134	-157.407580874
81.0	190.453639768	-158.953030368
82.0	185.508857924	-160.368883727
83.0	181.103094662	-161.675362008
84.0	177.180620673	-162.889492711
85.0	173.692928671	-164.025744807
86.0	170.597965292	-165.096537088
87.0	167.859359758	-166.112646867
88.0	165.445700660	-167.083540307
89.0	163.329884580	-168.017642095
90.0	161.488537190	-168.922557645
91.0	159.901509389	-169.805259142
92.0	158.551435679	-170.672243471
93.0	157.423347366	-171.529669035
94.0	156.504330658	-172.383476721
95.0	155.783219123	-173.239499392
96.0	155.250309122	-174.103563379
97.0	154.897087265	-174.981584756
98.0	154.715960899	-175.879662798
99.0	154.699974988	-176.804172106
100.0	154.842504210	-177.761704563
