	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	51.8971069487	-20.2109868767
51.0	56.6830321132	-21.6951104756
52.0	62.0324702844	-23.3574364200
53.0	68.0314592619	-25.2299063316
54.0	74.7786496254	-27.3514991443
55.0	82.3845352304	-29.7698009950
56.0	90.9677152977	-32.5427143489
57.0	100.645437542	-35.7400392039
58.0	111.513833894	-39.4443001885
59.0	123.610943602	-43.7495409923
60.0	136.854121435	-48.7557620273
61.0	150.946927425	-54.5554106134
62.0	165.268023177	-61.2078672838
63.0	178.795845018	-68.7009067791
64.0	190.175998143	-76.9082869410
65.0	198.031964604	-85.5683720119
66.0	201.457960575	-94.3138234697
67.0	200.395567172	-102.755622086
68.0	195.602780266	-110.579563891
69.0	188.263872793	-117.601570130
70.0	179.553571819	-123.765237058
71.0	170.385824556	-129.104563417
72.0	161.360682457	-133.701743975
73.0	152.818038851	-137.655798355
74.0	144.918150685	-141.064356944
75.0	137.710875944	-144.015196290
76.0	131.184314772	-146.583523625
77.0	125.295479976	-148.832139405
78.0	119.988312074	-150.812800496
79.0	115.203656168	-152.567921039
80.0	110.884430378	-154.132218367
81.0	106.978038783	-155.534153950
82.0	103.437260824	-156.797133690
83.0	100.220338386	-157.940482739
84.0	97.2906653345	-158.980225770
85.0	94.6163077557	-159.929707555
86.0	92.1694733117	-160.800084506
87.0	89.9259953755	-161.600714271
88.0	87.8648581708	-162.339464074
89.0	85.9677760874	-163.022955000
90.0	84.2188292127	-163.656755489
91.0	82.6041521358	-164.245534120
92.0	81.1116724009	-164.793179763
93.0	79.7308941161	-165.302895497
94.0	78.4527211945	-165.777270721
95.0	77.2693191213	-166.218336083
96.0	76.1740100862	-166.627603858
97.0	75.1612027764	-167.006097310
98.0	74.2263552017	-167.354371937
99.0	73.3659718145	-167.672531804
100.0	72.5776392694	-167.960104085
