	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	8.06513702151	159.332911699
51.0	8.81992158924	157.849269049
52.0	9.66434210133	156.188548026
53.0	10.6121168008	154.318905306
54.0	11.6789871007	152.201468458
55.0	12.8826048664	149.788767357
56.0	14.2419524594	147.023025328
57.0	15.7758604643	143.834579423
58.0	17.4998954606	140.141053910
59.0	19.4205204396	135.848567430
60.0	21.5251866547	130.857296340
61.0	23.7675581683	125.074986064
62.0	26.0498166440	118.442466446
63.0	28.2105250397	110.972192462
64.0	30.0350008973	102.790657384
65.0	31.3042663296	94.1597717357
66.0	31.8731296355	85.4471749820
67.0	31.7302651591	77.0422162295
68.0	30.9939240047	69.2594614774
69.0	29.8505482856	62.2833872704
70.0	28.4857734662	56.1708348634
71.0	27.0444264014	50.8882875744
72.0	25.6218648785	46.3540818776
73.0	24.2723116238	42.4697849399
74.0	23.0215120352	39.1384152675
75.0	21.8776619141	36.2729147635
76.0	20.8391038132	33.7988729396
77.0	19.8991906511	31.6543741987
78.0	19.0491494801	29.7886460248
79.0	18.2796722559	28.1603710291
80.0	17.5817439911	26.7360557603
81.0	16.9470328782	25.4886069228
82.0	16.3680379581	24.3961505661
83.0	15.8381084948	23.4410797841
84.0	15.3513999888	22.6093001267
85.0	14.9028029587	21.8896388878
86.0	14.4878638973	21.2733873836
87.0	14.1027088942	20.7539502407
88.0	13.7439746214	20.3265815948
89.0	13.4087491358	19.9881906325
90.0	13.0945231606	19.7372046841
91.0	12.7991521991	19.5734787655
92.0	12.5208292432	19.4982434726
93.0	12.2580684955	19.5140830508
94.0	12.0097002040	19.6249360550
95.0	11.7748774027	19.8361089790
96.0	11.5530957207	20.1542904405
97.0	11.3442275640	20.5875488975
98.0	11.1485727929	21.1452882151
99.0	10.9669277161	21.8381253138
100.0	10.8006746233	22.6776193192
