	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	50.4974610660	-20.1181466732
51.0	55.1388414212	-21.5986364739
52.0	60.3251109074	-23.2571818847
53.0	66.1392938738	-25.1257161007
54.0	72.6765360264	-27.2432092233
55.0	80.0433288420	-29.6572377214
56.0	88.3538490651	-32.4256938254
57.0	97.7207511242	-35.6183665234
58.0	108.235971181	-39.3177685595
59.0	119.934872132	-43.6179308385
60.0	132.735624041	-48.6188400820
61.0	146.349142293	-54.4129287501
62.0	160.171816262	-61.0595612931
63.0	173.213191614	-68.5464951087
64.0	184.162100148	-76.7474692163
65.0	191.688218003	-85.4008274307
66.0	194.919142782	-94.1392090022
67.0	193.803791709	-102.573570521
68.0	189.080713590	-110.389681672
69.0	181.899277519	-117.403434944
70.0	173.397687405	-123.558395027
71.0	164.460353316	-128.888526162
72.0	155.667146210	-133.475985240
73.0	147.345896433	-137.419750345
74.0	139.650596180	-140.817405881
75.0	132.628524169	-143.756677986
76.0	126.267350055	-146.312717779
77.0	120.524808273	-148.548264017
78.0	115.346110252	-150.515004768
79.0	110.673574372	-152.255277991
80.0	106.451605703	-153.803716074
81.0	102.629012638	-155.188685662
82.0	99.1598545453	-156.433486822
83.0	96.0035134910	-157.557326174
84.0	93.1243869675	-158.576095413
85.0	90.4914162368	-159.502989812
86.0	88.0775698556	-160.348997591
87.0	85.8593408182	-161.123286624
88.0	83.8162853174	-161.833509773
89.0	81.9306159096	-162.486045719
90.0	80.1868485588	-163.086188155
91.0	78.5715037731	-163.638294231
92.0	77.0728564244	-164.145899316
93.0	75.6807303842	-164.611805050
94.0	74.3863341399	-165.038145151
95.0	73.1821350336	-165.426433203
96.0	72.0617689133	-165.777595733
97.0	71.0199865396	-166.091994267
98.0	70.0526356144	-166.369439596
99.0	69.1566826562	-166.609203119
100.0	68.3302763007	-166.809889726
