	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	79.4535045881	-21.3705387562
51.0	87.0846171185	-22.8937645862
52.0	95.6454861426	-24.5964225554
53.0	105.281349847	-26.5105167347
54.0	116.159691375	-28.6750927985
55.0	128.469592197	-31.1378080636
56.0	142.416452956	-33.9566412649
57.0	158.207625223	-37.2014740111
58.0	176.021438436	-40.9549186772
59.0	195.948158806	-45.3111131442
60.0	217.888584240	-50.3701592573
61.0	241.401004673	-56.2246137176
62.0	265.514801620	-62.9339752175
63.0	288.596086320	-70.4861462161
64.0	308.440207768	-78.7550229652
65.0	322.762612166	-87.4791199063
66.0	330.002067276	-96.2912616847
67.0	329.957234749	-104.802606721
68.0	323.769796621	-112.699144749
69.0	313.311272181	-119.797008541
70.0	300.475009853	-126.040025660
71.0	286.755851379	-131.462448349
72.0	273.150557682	-136.146749533
73.0	260.236035948	-140.192254695
74.0	248.295544416	-143.696930755
75.0	237.429509648	-146.748925762
76.0	227.634386118	-149.423857046
77.0	218.852934739	-151.784979098
78.0	211.004098660	-153.884552014
79.0	203.999788539	-155.765548593
80.0	197.753763753	-157.463307728
81.0	192.185931464	-159.006983086
82.0	187.224086434	-160.420753271
83.0	182.804271724	-161.724807034
84.0	178.870439943	-162.936136152
85.0	175.373796279	-164.069169775
86.0	172.272027712	-165.136282612
87.0	169.528529473	-166.148202825
88.0	167.111678462	-167.114341928
89.0	164.994178803	-168.043063628
90.0	163.152480885	-168.941905322
91.0	161.566274027	-169.817763210
92.0	160.218043477	-170.677049187
93.0	159.092681577	-171.525826526
94.0	158.177144465	-172.369929491
95.0	157.460142973	-173.215071301
96.0	156.931857894	-174.066943918
97.0	156.583666846	-174.931312353
98.0	156.407874827	-175.814105857
99.0	156.397432251	-176.721507527
100.0	156.545628121	-177.659893392
