	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	8.26098425304	159.203062879
51.0	9.03759795201	157.715589102
52.0	9.90678089915	156.050943818
53.0	10.8827340021	154.177278972
54.0	11.9817623129	152.055717295
55.0	13.2221651462	149.638783217
56.0	14.6236464672	146.868694536
57.0	16.2057970451	143.675781999
58.0	17.9848977195	139.977663436
59.0	19.9679096648	135.680450241
60.0	22.1422621328	130.684311209
61.0	24.4606004959	124.896983386
62.0	26.8224805749	118.259287592
63.0	29.0617298745	110.783669115
64.0	30.9569629609	102.596610540
65.0	32.2819006821	93.9600108364
66.0	32.8858974147	85.2414968244
67.0	32.7561428809	76.8304038250
68.0	32.0135939790	69.0412827321
69.0	30.8499061905	62.0585934661
70.0	29.4562994648	55.9391591750
71.0	27.9821879234	50.6494429135
72.0	26.5261105634	46.1077593337
73.0	25.1442265568	42.2156510452
74.0	23.8633161703	38.8761094997
75.0	22.6920289555	36.0020466175
76.0	21.6288167017	33.5190186518
77.0	20.6669523984	31.3650728597
78.0	19.7974889725	29.4893953769
79.0	19.0109054805	27.8506225174
80.0	18.2979659844	26.4152089550
81.0	17.6501256912	25.1560032837
82.0	17.0596862245	24.0510661270
83.0	16.5198179592	23.0827167402
84.0	16.0245162514	22.2367773893
85.0	15.5685292364	21.5019812731
86.0	15.1472773333	20.8695128347
87.0	14.7567750246	20.3326557097
88.0	14.3935601597	19.8865263145
89.0	14.0546331749	19.5278774574
90.0	13.7374070688	19.2549585070
91.0	13.4396681966	19.0674222333
92.0	13.1595483240	18.9662695015
93.0	12.8955074698	18.9538244788
94.0	12.6463284466	19.0337324854
95.0	12.4111235844	19.2109713606
96.0	12.1893547204	19.4918653739
97.0	11.9808682982	19.8840844839
98.0	11.7859472445	20.3966063542
99.0	11.6053821788	21.0396066714
100.0	11.4405640217	21.8242116995
