	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	2.60288238722	-25.5514009469
51.0	2.88934482795	-27.1490129370
52.0	3.21433970381	-28.9261945292
53.0	3.58425894934	-30.9150107730
54.0	4.00657912025	-33.1545716501
55.0	4.48990512745	-35.6926022101
56.0	5.04385177455	-38.5871527861
57.0	5.67858776613	-41.9081804941
58.0	6.40373676725	-45.7383776173
59.0	7.22615197925	-50.1719664422
60.0	8.14592329347	-55.3091383851
61.0	9.15009888560	-61.2425450014
62.0	10.2046086991	-68.0317856370
63.0	11.2475562828	-75.6648697687
64.0	12.1909438955	-84.0158075661
65.0	12.9385626732	-92.8232347240
66.0	13.4181692914	-101.720105297
67.0	13.6095871569	-110.317715952
68.0	13.5478656733	-118.302204265
69.0	13.3013022164	-125.489861395
70.0	12.9433385142	-131.824684746
71.0	12.5344782247	-137.341108890
72.0	12.1168127185	-142.121802982
73.0	11.7160874304	-146.266303746
74.0	11.3461842445	-149.872805792
75.0	11.0133304250	-153.029703036
76.0	10.7192112487	-155.812878642
77.0	10.4630178670	-158.285874831
78.0	10.2427036007	-160.501263474
79.0	10.0557169237	-162.502355839
80.0	9.89940993013	-164.324858436
81.0	9.77125343611	-165.998324926
82.0	9.66894035131	-167.547369556
83.0	9.59042628635	-168.992656114
84.0	9.53393637183	-170.351695019
85.0	9.49795466443	-171.639482375
86.0	9.48120586971	-172.869013282
87.0	9.48263428488	-174.051695642
88.0	9.50138299789	-175.197686562
89.0	9.53677438601	-176.316168446
90.0	9.58829282567	-177.415578844
91.0	9.65556934181	-178.503804598
92.0	9.73836831693	-179.588349193
93.0	9.83657589803	179.323824089
94.0	9.95018953441	178.224943118
95.0	10.0793084424	177.108128688
96.0	10.2241241466	175.966061787
97.0	10.3849107059	174.791174603
98.0	10.5620134189	173.575538052
99.0	10.7558354245	172.310748215
100.0	10.9668203607	170.987665367
