	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.350483393084	-23.0212266781
51.0	0.386376662598	-24.7013385154
52.0	0.426986264805	-26.5713836079
53.0	0.473101301225	-28.6638791026
54.0	0.52564597844	-31.0183978828
55.0	0.585685264704	-33.6831385509
56.0	0.65441048583	-36.7166336080
57.0	0.733083111971	-40.1893306921
58.0	0.822898877889	-44.1844189372
59.0	0.924712347746	-48.7966227947
60.0	1.03854265308	-54.1266390047
61.0	1.16279669071	-60.2676260721
62.0	1.29327138754	-67.2796897897
63.0	1.42232917175	-75.1513435813
64.0	1.53912310154	-83.7570964022
65.0	1.63182606866	-92.8360754832
66.0	1.69162088624	-102.021716558
67.0	1.71616601670	-110.925785387
68.0	1.70995638784	-119.234873506
69.0	1.68157408568	-126.765708098
70.0	1.64019857248	-133.462702229
71.0	1.59337480483	-139.360682780
72.0	1.54634939848	-144.542685504
73.0	1.50233925096	-149.108585666
74.0	1.46309529073	-153.156886357
75.0	1.42942861381	-156.776257338
76.0	1.40159846085	-160.042823878
77.0	1.37956706195	-163.020335063
78.0	1.36315588293	-165.761533220
79.0	1.35213694953	-168.309863375
80.0	1.34628406332	-170.701128758
81.0	1.34540027139	-172.964943295
82.0	1.34933172506	-175.125945654
83.0	1.35797407276	-177.204789763
84.0	1.37127493572	-179.218943507
85.0	1.38923458388	178.816973882
86.0	1.41190600384	176.889459574
87.0	1.43939502570	174.987534732
88.0	1.47186090811	173.101188451
89.0	1.50951761671	171.221402197
90.0	1.55263590915	169.339916357
91.0	1.60154632439	167.449032319
92.0	1.65664315431	165.541441742
93.0	1.71838945880	163.610076179
94.0	1.78732315422	161.647971517
95.0	1.86406428111	159.648143228
96.0	1.94932346395	157.603468762
97.0	2.04391160747	155.506574402
98.0	2.14875081627	153.349723704
99.0	2.26488648638	151.124706679
100.0	2.39350038535	148.822602028
