	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	53.4397623253	-20.3153692704
51.0	58.3863536010	-21.8034864526
52.0	63.9172814517	-23.4699617478
53.0	70.1219648654	-25.3467455136
54.0	77.1029896805	-27.4728260274
55.0	84.9753491107	-29.8957993584
56.0	93.8626217997	-32.6735786687
57.0	103.887241041	-35.8759754165
58.0	115.150100074	-39.5855265873
59.0	127.692329310	-43.8962891218
60.0	141.430504691	-48.9082777049
61.0	156.060131926	-54.7139550403
62.0	170.940247004	-61.3727184134
63.0	185.014687952	-68.8723604909
64.0	196.880836763	-77.0866586848
65.0	205.110478822	-85.7539984163
66.0	208.760267929	-94.5070641579
67.0	207.763207920	-102.956861743
68.0	202.898647285	-110.789214520
69.0	195.389590112	-117.820073551
70.0	186.451439115	-123.993067729
71.0	177.031120723	-129.342231376
72.0	167.751274559	-133.949798569
73.0	158.965339910	-137.914832001
74.0	150.840647030	-141.335009349
75.0	143.430004139	-144.298159580
76.0	136.722051718	-146.879547537
77.0	130.673045807	-149.142037711
78.0	125.225549293	-151.137457785
79.0	120.318796408	-152.908300658
80.0	115.894073323	-154.489371312
81.0	111.897240210	-155.909228798
82.0	108.279669642	-157.191388166
83.0	104.998349597	-158.355296655
84.0	102.015572266	-159.417115837
85.0	99.2984433973	-160.390344180
86.0	96.8183387066	-161.286311045
87.0	94.5503723212	-162.114569002
88.0	92.4729076057	-162.883205311
89.0	90.5671215501	-163.599089808
90.0	88.8166271637	-164.268072533
91.0	87.2071493657	-164.895141270
92.0	85.7262511769	-165.484546988
93.0	84.3631045096	-166.039903785
94.0	83.1083009146	-166.564267790
95.0	81.9536990728	-167.060199264
96.0	80.8923048332	-167.529811042
97.0	79.9181822977	-167.974805884
98.0	79.0263953556	-168.396505771
99.0	78.2129790003	-168.795875229
100.0	77.4749423203	-169.173399617
