	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.00203015144011	-49.6742729258
51.0	0.00240034313202	-49.7454974116
52.0	0.00283398640792	-50.1688014900
53.0	0.00334263304599	-50.9485112930
54.0	0.00394011401356	-52.1013870408
55.0	0.00464282537098	-53.6569911934
56.0	0.0054698420846	-55.6584888334
57.0	0.00644260214283	-58.1635370275
58.0	0.00758368132165	-61.2445827024
59.0	0.00891384329695	-64.9872486137
60.0	0.0104461690316	-69.4844538420
61.0	0.0121760030356	-74.8226555652
62.0	0.014066675198	-81.0561396649
63.0	0.0160350037258	-88.1683261589
64.0	0.0179475471893	-96.0292339473
65.0	0.01964216725	-104.374003996
66.0	0.0209770856094	-112.832509263
67.0	0.0218821190315	-121.013311133
68.0	0.0223758849484	-128.600101281
69.0	0.022540659799	-135.406967836
70.0	0.0224803818342	-141.375908326
71.0	0.0222890646908	-146.539527832
72.0	0.0220376423024	-150.978807086
73.0	0.0217736554624	-154.791711440
74.0	0.0215262206685	-158.074959560
75.0	0.0213116922875	-160.915545411
76.0	0.0211382512264	-163.388011417
77.0	0.0210091314959	-165.554602750
78.0	0.0209247237042	-167.466623237
79.0	0.0208838853122	-169.166131834
80.0	0.0208847301794	-170.687585273
81.0	0.0209250916906	-172.059277563
82.0	0.0210027851353	-173.304540492
83.0	0.0211157499544	-174.442720213
84.0	0.0212621206247	-175.489960960
85.0	0.0214402562991	-176.459830646
86.0	0.0216487470243	-177.363819598
87.0	0.021886407351	-178.211738971
88.0	0.0221522636297	-179.012040359
89.0	0.0224455385345	-179.772073687
90.0	0.0227656348586	179.502007198
91.0	0.0231121195229	178.803856212
92.0	0.0234847083283	178.128616928
93.0	0.0238832513404	177.471586614
94.0	0.024307718565	176.828418500
95.0	0.0247581859123	176.195033805
96.0	0.0252348201399	175.567544409
97.0	0.0257378625295	174.942183726
98.0	0.0262676099468	174.315243898
99.0	0.0268243920644	173.683017925
100.0	0.0274085429642	173.041599845
