	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.00358614990807	169.105386283
51.0	0.00381256702463	168.231710936
52.0	0.0040555998682	167.234702488
53.0	0.00431688405945	166.089448141
54.0	0.00459804667455	164.765168400
55.0	0.00490051860049	163.223885995
56.0	0.00522518867074	161.419010899
57.0	0.00557179627623	159.294123033
58.0	0.00593791268754	156.782594143
59.0	0.00631732847632	153.809346773
60.0	0.00669771968906	150.297093864
61.0	0.00705778260037	146.180667510
62.0	0.00736488394426	141.433500626
63.0	0.0075757626329	136.107263833
64.0	0.00764392319043	130.375427950
65.0	0.00753515031375	124.555652115
66.0	0.00724507374639	119.080554317
67.0	0.00680610297778	114.412815709
68.0	0.00627675510191	110.945120252
69.0	0.00572127436811	108.936542421
70.0	0.00519334146875	108.499546305
71.0	0.00472990569686	109.613357988
72.0	0.00435234652356	112.136915572
73.0	0.00407005886131	115.816904590
74.0	0.00388367504152	120.306804847
75.0	0.0037874567507	125.213097649
76.0	0.00377137595294	130.162914306
77.0	0.00382322327183	134.864718626
78.0	0.00393055277739	139.135862137
79.0	0.0040820881814	142.894381613
80.0	0.00426843570734	146.131129190
81.0	0.00448222753873	148.879662991
82.0	0.00471793185388	151.193079238
83.0	0.00497153163066	153.129456890
84.0	0.00524019338336	154.744096200
85.0	0.00552198014654	156.086115102
86.0	0.00581562331379	157.197484282
87.0	0.00612034973399	158.113268912
88.0	0.00643575422841	158.862376430
89.0	0.0067617071016	159.468445456
90.0	0.00709828745616	159.950703443
91.0	0.00744573557213	160.324724372
92.0	0.0078044185255	160.603066012
93.0	0.00817480559448	160.795792402
94.0	0.00855745003171	160.910894366
95.0	0.00895297545807	160.954623700
96.0	0.0093620646958	160.931756110
97.0	0.00978545011127	160.845796386
98.0	0.0102239035845	160.699135639
99.0	0.0106782254193	160.493171389
100.0	0.0111492303647	160.228261009
