	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.0060503740958	-8.51885712465
51.0	0.00639159609644	-9.13852761500
52.0	0.00675266985273	-9.84540385245
53.0	0.00713501423487	-10.6577907143
54.0	0.00753985952668	-11.5984020098
55.0	0.0079679591678	-12.6953314204
56.0	0.00841909045919	-13.9830201062
57.0	0.00889121840509	-15.5029283839
58.0	0.00937915039551	-17.3032685736
59.0	0.00987249607663	-19.4365272527
60.0	0.0103528716001	-21.9525195871
61.0	0.010790781127	-24.8835753118
62.0	0.0111437930873	-28.2182345817
63.0	0.0113594825442	-31.8633080356
64.0	0.0113875397178	-35.6050350853
65.0	0.0112015483201	-39.0967450739
66.0	0.0108204710234	-41.9061624474
67.0	0.0103124315498	-43.6275436371
68.0	0.00977358460339	-44.0132284332
69.0	0.00929566275107	-43.0566589323
70.0	0.00894225947691	-40.9868990830
71.0	0.00874213407016	-38.1824341770
72.0	0.00869543284772	-35.0495715608
73.0	0.00878500705077	-31.9225913017
74.0	0.00898689489598	-29.0196613069
75.0	0.00927729971026	-26.4495602928
76.0	0.00963598463451	-24.2428644109
77.0	0.0100472065911	-22.3847515060
78.0	0.0104993898011	-20.8392553458
79.0	0.0109843492966	-19.5639556896
80.0	0.0114964787793	-18.5175891075
81.0	0.0120320631157	-17.6633388767
82.0	0.0125887490179	-16.9698030089
83.0	0.0131651574141	-16.4108515066
84.0	0.0137606071347	-15.9650321383
85.0	0.0143749213085	-15.6148532871
86.0	0.0150082928444	-15.3460939872
87.0	0.0156611916768	-15.1471983534
88.0	0.0163343015139	-15.0087681246
89.0	0.0170284771782	-14.9231482652
90.0	0.0177447164763	-14.8840931374
91.0	0.0184841426673	-14.8864992489
92.0	0.0192479945388	-14.9261921714
93.0	0.0200376223481	-14.9997564700
94.0	0.0208544881176	-15.1044001214
95.0	0.0217001700915	-15.2378456894
96.0	0.0225763704604	-15.3982431346
97.0	0.0234849264135	-15.5840997775
98.0	0.0244278251118	-15.7942238401
99.0	0.0254072225508	-16.0276795698
100.0	0.0264254672927	-16.2837382037
