	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.00147913715504	-75.9579159350
51.0	0.0017925112075	-72.2035908347
52.0	0.00217479241131	-69.4967327594
53.0	0.00263724385367	-67.7139929602
54.0	0.00319380697112	-66.7601805799
55.0	0.00386145811189	-66.5728840753
56.0	0.00466041385661	-67.1220209774
57.0	0.00561394646814	-68.4077123448
58.0	0.0067473335031	-70.4574030963
59.0	0.0080851048523	-73.3214798179
60.0	0.00964531582364	-77.0651584153
61.0	0.0114294077811	-81.7529888899
62.0	0.0134072990675	-87.4218173167
63.0	0.0155013357741	-94.0410818820
64.0	0.0175800227693	-101.469511554
65.0	0.0194770399837	-109.433066363
66.0	0.0210397201352	-117.554101897
67.0	0.0221830323038	-125.434983488
68.0	0.0229115251581	-132.754263569
69.0	0.0232978113321	-139.321741529
70.0	0.0234414003567	-145.075815841
71.0	0.0234358880497	-150.046054290
72.0	0.0233540495417	-154.310861824
73.0	0.023246158911	-157.966008217
74.0	0.0231441623888	-161.106332074
75.0	0.023066976536	-163.817210539
76.0	0.0230249611298	-166.171789567
77.0	0.0230231489633	-168.231103190
78.0	0.0230633990644	-170.045401014
79.0	0.0231457673256	-171.655820605
80.0	0.0232693529225	-173.096010516
81.0	0.023432809397	-174.393553096
82.0	0.0236346457388	-175.571151173
83.0	0.0238733992546	-176.647592688
84.0	0.0241477304132	-177.638524414
85.0	0.0244564710043	-178.557068833
86.0	0.0247986450727	-179.414315368
87.0	0.0251734740388	179.780591883
88.0	0.0255803733241	179.018924072
89.0	0.026018944382	178.293939428
90.0	0.0264889648489	177.599462051
91.0	0.0269903778137	176.930018444
92.0	0.0275232814021	176.280699130
93.0	0.0280879180998	175.647043015
94.0	0.0286846646072	175.024939558
95.0	0.0293140213099	174.410544754
96.0	0.0299766007053	173.800207742
97.0	0.0306731149089	173.190405811
98.0	0.0314043599202	172.577685648
99.0	0.0321711968993	171.958609824
100.0	0.0329745271933	171.329562518
