	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.00136946890195	152.725945574
51.0	0.00152882270826	151.104995382
52.0	0.0017104483765	149.305009237
53.0	0.00191812591462	147.293971643
54.0	0.00215629835554	145.032830192
55.0	0.00243011217751	142.473926307
56.0	0.00274537020627	139.559285764
57.0	0.00310829746744	136.219038227
58.0	0.00352494449305	132.370589620
59.0	0.00399994637514	127.919828778
60.0	0.00453425628053	122.766689356
61.0	0.00512152483392	116.818660349
62.0	0.00574335042542	110.016299766
63.0	0.00636515369784	102.371774296
64.0	0.00693672745944	94.0112705909
65.0	0.00740206992452	85.1963725481
66.0	0.00771777137559	76.2943709009
67.0	0.00786964264212	67.6942418108
68.0	0.00787536094999	59.7101514806
69.0	0.00777247711584	52.5261470975
70.0	0.00760241257134	46.1986076503
71.0	0.00739985423873	40.6935177380
72.0	0.00718930154583	35.9286749889
73.0	0.00698601385795	31.8050624941
74.0	0.00679844661712	28.2250643914
75.0	0.00663060576945	25.1009323456
76.0	0.00648381605676	22.3575027374
77.0	0.0063578981044	19.9320364929
78.0	0.00625189883904	17.7728583920
79.0	0.00616452302856	15.8376591859
80.0	0.00609437759266	14.0918531027
81.0	0.00604010338181	12.5071408364
82.0	0.00600044097135	11.0603136465
83.0	0.00597425907492	9.73228382029
84.0	0.00596056231518	8.50731034214
85.0	0.00595848829323	7.37238517348
86.0	0.00596729951923	6.31674964077
87.0	0.00598637352806	5.33151381395
88.0	0.00601519297908	4.40935866290
89.0	0.00605333673982	3.54430343053
90.0	0.00610047247006	2.73152573313
91.0	0.00615635120045	1.96722380961
92.0	0.00622080401792	1.24851324435
93.0	0.00629374134822	0.573351806238
94.0	0.00637515501085	-0.0595128187476
95.0	0.00646512370958	-0.65057666367
96.0	0.00656382268046	-1.19959917970
97.0	0.0066715384689	-1.70561303205
98.0	0.00678869004566	-2.16693067990
99.0	0.00691585837599	-2.58115454243
100.0	0.00705382640531	-2.94519993261
