Frequency	Amplitude	Phase Angle
50.0	0.0195995070643	-106.677271698
51.0	0.0211767979186	-107.936590834
52.0	0.022958334567	-109.360959156
53.0	0.0249827557678	-110.984617858
54.0	0.0272975139258	-112.851265143
55.0	0.02996067465	-115.017193715
56.0	0.0330424544346	-117.555510543
57.0	0.036625464196	-120.561665817
58.0	0.040801224351	-124.160258099
59.0	0.0456576327676	-128.512185430
60.0	0.0512467924041	-133.818759866
61.0	0.0575154940256	-140.313737564
62.0	0.0641805052641	-148.224022786
63.0	0.0705696874653	-157.670893867
64.0	0.0755756819881	-168.505396070
65.0	0.0779955374492	179.831049756
66.0	0.0772517949852	168.222928233
67.0	0.0738131791169	157.531052617
68.0	0.0687949511802	148.262380986
69.0	0.0632627724622	140.523611264
70.0	0.0578951665013	134.172917438
71.0	0.0530095644424	128.978715677
72.0	0.0487005625027	124.709906698
73.0	0.0449535191503	121.169957495
74.0	0.0417105788753	118.202626665
75.0	0.0389030083982	115.687154325
76.0	0.036465069633	113.531042936
77.0	0.0343389481787	111.663383526
78.0	0.0324757111088	110.029491137
79.0	0.030834677912	108.586828414
80.0	0.0293822806355	107.301979771
81.0	0.0280908696191	106.148422311
82.0	0.0269376374673	105.104883100
83.0	0.0259037098616	104.154122386
84.0	0.0249734007655	103.282025869
85.0	0.0241336120127	102.476921202
86.0	0.0233733523885	101.729058461
87.0	0.0226833532323	101.030211308
88.0	0.0220557612605	100.373367296
89.0	0.021483892122	99.7524848145
90.0	0.0209620322079	99.1622999205
91.0	0.0204852783953	98.5981707846
92.0	0.0200494080848	98.0559505026
93.0	0.019650772822	97.5318812147
94.0	0.0192862112928	97.0225041798
95.0	0.0189529769962	96.5245815240
96.0	0.0186486783353	96.0350261062
97.0	0.0183712278738	95.5508367800
98.0	0.0181187992738	95.0690364376
99.0	0.0178897895836	94.5866107659
100.0	0.0176827856139	94.1003661014
