Frequency	Amplitude	Phase Angle
50.0	0.0186888412691	-106.918276586
51.0	0.020212700728	-108.184326551
52.0	0.0219351007523	-109.615541438
53.0	0.0238936867364	-111.246165031
54.0	0.0261347205709	-113.119898071
55.0	0.0287148574832	-115.293035802
56.0	0.0317026859901	-117.838687849
57.0	0.0351790372975	-120.852307095
58.0	0.0392337150084	-124.458494664
59.0	0.0439534962345	-128.818151384
60.0	0.049391122532	-134.132591969
61.0	0.0554980358898	-140.635575277
62.0	0.0620033022131	-148.554008400
63.0	0.068258571475	-158.009172425
64.0	0.0731908473666	-168.852115419
65.0	0.0756290325029	179.475738982
66.0	0.0750032105253	167.858872534
67.0	0.0717572969993	157.158095672
68.0	0.0669665645278	147.880363640
69.0	0.0616633874411	140.132371508
70.0	0.0565076946762	133.772290459
71.0	0.0518100570025	128.568533786
72.0	0.0476646928359	124.289999586
73.0	0.0440593359368	120.740151992
74.0	0.0409392942292	117.762746975
75.0	0.0382389241751	115.237022182
76.0	0.0358951969781	113.070477555
77.0	0.0338525648539	111.192201873
78.0	0.0320639519079	109.547508060
79.0	0.0304901869191	108.093856921
80.0	0.0290989271221	106.797831315
81.0	0.0278635204395	105.632907158
82.0	0.0267619755875	104.577810718
83.0	0.0257760901785	103.615302136
84.0	0.0248907353785	102.731267531
85.0	0.0240932784369	101.914035836
86.0	0.0233731200053	101.153859398
87.0	0.0227213239266	100.442515324
88.0	0.0221303213881	99.7729960639
89.0	0.0215936733834	99.1392666227
90.0	0.0211058796942	98.5360718034
91.0	0.0206622245993	97.9587810303
92.0	0.0202586512558	97.4032617663
93.0	0.0198916595732	96.8657742043
94.0	0.0195582220465	96.3428821813
95.0	0.019255714365	95.8313758183
96.0	0.0189818575821	95.3282025789
97.0	0.0187346694271	94.8304039046
98.0	0.0185124229002	94.3350549438
99.0	0.0183136100387	93.8392053593
100.0	0.0181369097947	93.3397402878
