Frequency	Amplitude	Phase Angle
50.0	0.347922188819	80.8269605804
51.0	0.360138681251	79.7296441763
52.0	0.374291113739	78.4684756569
53.0	0.390698875138	77.0092998169
54.0	0.409748277063	75.3085108395
55.0	0.431901278149	73.3099152880
56.0	0.45769729057	70.9405128944
57.0	0.487735906378	68.1049681867
58.0	0.522614335979	64.6788063932
59.0	0.562766200744	60.5012627163
60.0	0.60810293111	55.3711691547
61.0	0.657309676354	49.0549249708
62.0	0.706694960665	41.3257940624
63.0	0.748944950348	32.0626803142
64.0	0.773332413086	21.4147360159
65.0	0.769744452262	9.94045065362
66.0	0.735544773961	-1.47484977168
67.0	0.678234949157	-11.9704021846
68.0	0.610185096627	-21.0389715875
69.0	0.541771580382	-28.5735576958
70.0	0.478816011362	-34.7156555821
71.0	0.423472838785	-39.6964866342
72.0	0.375861718868	-43.7467520918
73.0	0.33523520693	-47.0625472012
74.0	0.300596624025	-49.7996310707
75.0	0.270971871361	-52.0782310835
76.0	0.24550668763	-53.9902555711
77.0	0.223486563067	-55.6059604083
78.0	0.204326521331	-56.9793046628
79.0	0.18755170629	-58.1520175896
80.0	0.17277729854	-59.1566125721
81.0	0.159690787391	-60.0186031080
82.0	0.148037313604	-60.7581297407
83.0	0.137607923522	-61.3911588883
84.0	0.128230288699	-61.9303691115
85.0	0.119761417649	-62.3858095016
86.0	0.1120819392	-62.7653898444
87.0	0.105091608642	-63.0752444827
88.0	0.0987057643777	-63.3200008717
89.0	0.0928525215572	-63.5029737199
90.0	0.087470540783	-63.6263003667
91.0	0.0825072445044	-63.6910273037
92.0	0.0779173885325	-63.6971557315
93.0	0.0736619134296	-63.6436502290
94.0	0.069707022256	-63.5284135001
95.0	0.0660234418223	-63.3482287066
96.0	0.0625858370844	-63.0986699655
97.0	0.0593723554403	-62.7739815171
98.0	0.0563642861148	-62.3669272767
99.0	0.0535458252688	-61.8686148811
100.0	0.0509039426134	-61.2682517579
