Frequency	Amplitude	Phase Angle
50.0	0.0184377698523	-106.944536268
51.0	0.0199433112755	-108.211339013
52.0	0.0216451394399	-109.643320368
53.0	0.0235804820445	-111.274724338
54.0	0.02579509068	-113.149251969
55.0	0.0283450007475	-115.323198820
56.0	0.031298058855	-117.869674680
57.0	0.0347342364409	-120.884132718
58.0	0.0387424095028	-124.491174378
59.0	0.0434085156457	-128.851700631
60.0	0.0487849255687	-134.167026443
61.0	0.0548239763322	-140.670910963
62.0	0.0612582847869	-148.590261361
63.0	0.0674474024185	-158.046359012
64.0	0.072330881247	-168.890252081
65.0	0.0747507235167	179.436635585
66.0	0.0741425485632	167.818785675
67.0	0.0709439645453	157.117008501
68.0	0.0662170845444	147.838259326
69.0	0.0609821864976	140.089233095
70.0	0.0558917496206	133.728101149
71.0	0.0512530376352	128.523276841
72.0	0.047159445025	124.243658358
73.0	0.0435990575743	120.692710117
74.0	0.0405179712607	117.714188534
75.0	0.0378514140543	115.187331549
76.0	0.0355371668007	113.019639698
77.0	0.0335203824935	111.140202445
78.0	0.0317545724455	109.494333613
79.0	0.0302010501556	108.039495057
80.0	0.0288278709354	106.742270910
81.0	0.027608709395	105.576138577
82.0	0.0265218430239	104.519826251
83.0	0.0255492915065	103.556096209
84.0	0.0246761103841	102.670837216
85.0	0.0238898208565	101.852381309
86.0	0.0231799528021	101.090984501
87.0	0.0225376791518	100.378428265
88.0	0.0219555237237	99.7077102033
89.0	0.021427126619	99.0728013866
90.0	0.0209470555254	98.4684538363
91.0	0.0205106531965	97.8900454681
92.0	0.0201139136411	97.3334537907
93.0	0.0197533810291	96.7949508981
94.0	0.0194260666647	96.2711147045
95.0	0.019129380448	95.7587520329
96.0	0.0188610738214	95.2548301467
97.0	0.0186191916693	94.7564139998
98.0	0.0184020315564	94.2606067154
99.0	0.0182081080129	93.7644912399
100.0	0.018036120941	93.2649924210
