Frequency	Amplitude	Phase Angle
50.0	0.00841757631295	74.3876835487
51.0	0.00905537223985	73.1668867120
52.0	0.00977324380272	71.7824078115
53.0	0.0105861521162	70.2000787129
54.0	0.0115124092441	68.3762793282
55.0	0.0125743249956	66.2548004754
56.0	0.013798715567	63.7626249198
57.0	0.015216846589	60.8043985224
58.0	0.0168628231255	57.2556262309
59.0	0.0187682973235	52.9555214388
60.0	0.0209493103871	47.7028921486
61.0	0.0233784040224	41.2641121395
62.0	0.0259354407356	33.4124175199
63.0	0.0283465848665	24.0266822937
64.0	0.030170751303	13.2560265921
65.0	0.0309401576896	1.65890537846
66.0	0.0304463270964	-9.87939253661
67.0	0.0288972238085	-20.4981439041
68.0	0.0267481831162	-29.6901565028
69.0	0.0244240800086	-37.3484758754
70.0	0.0221900497771	-43.6146461291
71.0	0.0201663183695	-48.7199411378
72.0	0.0183852577904	-52.8951182686
73.0	0.0168370507241	-56.3363327387
74.0	0.0154958120411	-59.1994076477
75.0	0.0143321731412	-61.6046386179
76.0	0.013318551371	-63.6440066030
77.0	0.0124309247398	-65.3878448242
78.0	0.0116490834556	-66.8901945700
79.0	0.0109562918631	-68.1928719880
80.0	0.0103387756726	-69.3284825353
81.0	0.00978520676085	-70.3226367543
82.0	0.00928624764446	-71.1955773073
83.0	0.00883417083793	-71.9633771828
84.0	0.00842254938938	-72.6388258392
85.0	0.00804600864814	-73.2320869319
86.0	0.00770002833237	-73.7511870845
87.0	0.00738078495597	-74.2023784271
88.0	0.00708502635528	-74.5904048181
89.0	0.00680997155978	-74.9186928594
90.0	0.00655323075114	-75.1894826758
91.0	0.00631274127688	-75.4039086650
92.0	0.00608671652005	-75.5620364511
93.0	0.00587360531362	-75.6628603751
94.0	0.00567206014659	-75.7042627984
95.0	0.00548091295509	-75.6829354793
96.0	0.0052991578143	-75.5942617962
97.0	0.00512594011489	-75.4321577980
98.0	0.00496055250187	-75.1888706754
99.0	0.00480243800461	-74.8547345899
100.0	0.004651201645	-74.4178258491
