Frequency	Amplitude	Phase Angle
50.0	0.351896664063	80.7783550673
51.0	0.364377472063	79.6792099984
52.0	0.378825192509	78.4162561429
53.0	0.395564856086	76.9553486693
54.0	0.414989622588	75.2528926611
55.0	0.437569708708	73.2527062249
56.0	0.463854305752	70.8818012719
57.0	0.494454149322	68.0448552521
58.0	0.529978114796	64.6174069119
59.0	0.570869617527	60.4387057899
60.0	0.617042411915	55.3075987705
61.0	0.667165109819	48.9905010450
62.0	0.717491483021	41.2606929738
63.0	0.760592191376	31.9970958889
64.0	0.785562627633	21.3488802609
65.0	0.782111896868	9.87455470834
66.0	0.747539085103	-1.54053476792
67.0	0.689448464865	-12.0356041647
68.0	0.620403321983	-21.1033966342
69.0	0.550951359073	-28.6368890215
70.0	0.487016285301	-34.7775525889
71.0	0.430795365084	-39.7565838047
72.0	0.382416528225	-43.8046580427
73.0	0.341124814518	-47.1178437323
74.0	0.305910596048	-49.8518719142
75.0	0.275786192611	-52.1269410075
76.0	0.249885018145	-54.0349294546
77.0	0.22748204015	-55.6460621395
78.0	0.207983546341	-57.0142664115
79.0	0.190907516372	-58.1812388537
80.0	0.175863279354	-59.1794595500
81.0	0.162533542217	-60.0344082430
82.0	0.150659526262	-60.7661914770
83.0	0.140029050237	-61.3907416095
84.0	0.13046711424	-61.9207035437
85.0	0.121828503591	-62.3660936745
86.0	0.113991986398	-62.7347904796
87.0	0.106855751474	-63.0328992906
88.0	0.100333811485	-63.2650218160
89.0	0.0943531536587	-63.4344514824
90.0	0.0888514726373	-63.5433102266
91.0	0.0837753602467	-63.5926370889
92.0	0.0790788520717	-63.5824358698
93.0	0.0747222605103	-63.5116865880
94.0	0.0706712351216	-63.3783238613
95.0	0.066896009423	-63.1791829481
96.0	0.0633708010286	-62.9099149427
97.0	0.0600733429078	-62.5648711714
98.0	0.0569845283226	-62.1369581072
99.0	0.0540881604151	-61.6174666739
100.0	0.0513708009245	-60.9958321986
