Frequency	Amplitude	Phase Angle
50.0	0.35274314203	80.7530400200
51.0	0.365302499932	79.6519774118
52.0	0.379839526597	78.3869880737
53.0	0.396681323942	76.9239208501
54.0	0.41622360973	75.2191742187
55.0	0.438939751276	73.2165592544
56.0	0.465382788335	70.8430805084
57.0	0.496168046915	68.0034076099
58.0	0.531909607673	64.5730709796
59.0	0.573056138217	60.3913114679
60.0	0.619525123258	55.2569666370
61.0	0.669983881487	48.9364418769
62.0	0.72067338761	41.2030071590
63.0	0.764131360541	31.9355726135
64.0	0.789396624714	21.2832970063
65.0	0.78611420208	9.80467647550
66.0	0.751548685637	-1.61495642640
67.0	0.693323328684	-12.1148319055
68.0	0.624055768284	-21.1877083467
69.0	0.554348015885	-28.7265788155
70.0	0.490159614464	-34.8729320779
71.0	0.433705480596	-39.8579832360
72.0	0.385119609303	-43.9124276900
73.0	0.343647218066	-47.2323553891
74.0	0.308276382812	-49.9735206753
75.0	0.278016370016	-52.2561469255
76.0	0.251997553436	-54.1721396793
77.0	0.229492167931	-55.7917530606
78.0	0.209904156123	-57.1689461613
79.0	0.192749527527	-58.3454499617
80.0	0.177635972326	-59.3537822622
81.0	0.164244837781	-60.2194635088
82.0	0.152316216155	-60.9626451583
83.0	0.14163698487	-61.5993085035
84.0	0.132031356064	-62.1421522466
85.0	0.123353451816	-62.6012520998
86.0	0.115481477657	-62.9845518268
87.0	0.108313143047	-63.2982292657
88.0	0.101762047942	-63.5469661736
89.0	0.0957548226931	-63.7341453385
90.0	0.0902288503074	-63.8619881802
91.0	0.085130447681	-63.9316448799
92.0	0.0804134069	-63.9432439624
93.0	0.0760378215881	-63.8959054159
94.0	0.0719691433448	-63.7877212978
95.0	0.0681774251624	-63.6157043400
96.0	0.0646367183365	-63.3757056704
97.0	0.0613246016839	-63.0623019570
98.0	0.0582218252181	-62.6686530780
99.0	0.0553120595438	-62.1863335863
100.0	0.0525817446774	-61.6050931575
