Frequency	Amplitude	Phase Angle
50.0	0.00921736797521	-105.046810910
51.0	0.00989342308361	-106.249230521
52.0	0.0106530602549	-107.614903287
53.0	0.0115118154436	-109.177993210
54.0	0.0124886733222	-110.982117616
55.0	0.0136067130633	-113.083484499
56.0	0.0148935914013	-115.555112134
57.0	0.0163814047826	-118.492357569
58.0	0.0181048809347	-122.019721736
59.0	0.0200956522331	-126.298000115
60.0	0.0223682231321	-131.528397128
61.0	0.024890497691	-137.944555827
62.0	0.0275322398847	-145.773261573
63.0	0.0300019773609	-155.135667650
64.0	0.0318352561784	-165.882687887
65.0	0.0325453966236	-177.455908823
66.0	0.0319240818386	171.030212016
67.0	0.0302014416989	160.435728897
68.0	0.0278628461389	151.268065454
69.0	0.025355996574	143.634089425
70.0	0.022957458143	137.392153900
71.0	0.0207906071359	132.310863253
72.0	0.0188867646147	128.159316663
73.0	0.0172335125633	124.741189835
74.0	0.0158021148281	121.900460923
75.0	0.0145606170346	119.516600853
76.0	0.0134792621492	117.497354521
77.0	0.0125322606833	115.772067452
78.0	0.0116979873675	114.286321284
79.0	0.0109585789517	112.997857618
80.0	0.0102993632194	111.873552044
81.0	0.00970829546277	110.887184964
82.0	0.0091754645849	110.017798066
83.0	0.00869268234982	109.248477028
84.0	0.00825315059585	108.565442017
85.0	0.00785119478026	107.957362615
86.0	0.00748205189188	107.414835301
87.0	0.00714170156084	106.929981066
88.0	0.00682673146568	106.496130818
89.0	0.00653422965924	106.107575779
90.0	0.00626169804097	105.759365825
91.0	0.00600698236039	105.447143103
92.0	0.00576821537038	105.167000595
93.0	0.00554377021426	104.915358217
94.0	0.00533222196619	104.688849814
95.0	0.00513231551508	104.484215456
96.0	0.00494293843249	104.298194122
97.0	0.00476309767764	104.127411761
98.0	0.00459189910667	103.968260057
99.0	0.00442852901319	103.816760148
100.0	0.00427223681909	103.668318749
