Frequency	Amplitude	Phase Angle
50.0	0.00192564110713	-102.185588919
51.0	0.00204329717108	-103.241633911
52.0	0.0021740154256	-104.451977489
53.0	0.00232012389913	-105.850041663
54.0	0.00248443059836	-107.478625005
55.0	0.00267028995515	-109.393029899
56.0	0.0028816221777	-111.665270827
57.0	0.00312280013417	-114.389589615
58.0	0.00339821824209	-117.689245132
59.0	0.00371116358427	-121.723645939
60.0	0.00406128090594	-126.692443662
61.0	0.00443955592146	-132.827537777
62.0	0.00482004060683	-140.353750402
63.0	0.00515070900562	-149.390016981
64.0	0.00535441558331	-159.784737640
65.0	0.00535710214873	-170.976640179
66.0	0.00513705512199	177.923081077
67.0	0.00474529915798	167.778219739
68.0	0.00426922208904	159.100501940
69.0	0.00378353291473	152.001767405
70.0	0.00333115926333	146.346141187
71.0	0.00292890542268	141.908960986
72.0	0.00257881371819	138.467220810
73.0	0.00227645329112	135.833903010
74.0	0.00201537627251	133.864019131
75.0	0.00178912043665	132.450198039
76.0	0.00159195720481	131.515972149
77.0	0.00141907458095	131.009749499
78.0	0.00126653412035	130.900273605
79.0	0.00113115458057	131.173602679
80.0	0.00101038603071	131.831428608
81.0	0.000902198264963	132.890542080
82.0	0.000804990450962	134.383276777
83.0	0.000717522364109	136.358744638
84.0	0.000638865299971	138.884538753
85.0	0.000568370131038	142.048198843
86.0	0.000505649266832	145.956906966
87.0	0.00045056720505	150.732348570
88.0	0.000403229209212	156.495409939
89.0	0.000363948274728	163.333600006
90.0	0.000333159579546	171.247174866
91.0	0.000311253253938	-179.914722558
92.0	0.000298336551652	-170.486193651
93.0	0.00029401820964	-160.938548281
94.0	0.000297354157328	-151.748497050
95.0	0.000307008290657	-143.262716664
96.0	0.000321527356925	-135.639992425
97.0	0.000339578905897	-128.878078763
98.0	0.000360080195757	-122.876187727
99.0	0.000382234357583	-117.490500690
100.0	0.000405520405834	-112.568569085
