	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	1.70523794272	161.244479405
51.0	1.85418019024	159.831748848
52.0	2.01976974980	158.244621809
53.0	2.20445139789	156.451408689
54.0	2.41100056627	154.413402320
55.0	2.64248260243	152.083310095
56.0	2.90211676808	149.403546595
57.0	3.19296140563	146.304655062
58.0	3.51728325400	142.704482728
59.0	3.87540922694	138.509389353
60.0	4.26382493962	133.619812735
61.0	4.67240942414	127.943782259
62.0	5.08124469183	121.422436576
63.0	5.45868270535	114.068567392
64.0	5.76387331561	106.009035648
65.0	5.95656367264	97.5061540482
66.0	6.01193340143	88.9280030434
67.0	5.93127646371	80.6644161658
68.0	5.74010380447	73.0304927235
69.0	5.47574919652	66.2112974561
70.0	5.17418582638	60.2643221791
71.0	4.86277724503	55.1567707846
72.0	4.55905242828	50.8077803739
73.0	4.27259201946	47.1198091131
74.0	4.00759648040	43.9968699611
75.0	3.76502837186	41.3530170860
76.0	3.54408850657	39.1150874309
77.0	3.34313106951	37.2225673510
78.0	3.16019144691	35.6262644713
79.0	2.99327187857	34.2866463982
80.0	2.84048452167	33.1722410837
81.0	2.70011412303	32.2582500940
82.0	2.57063736799	31.5254102946
83.0	2.45072011031	30.9590919469
84.0	2.33920439721	30.5486017197
85.0	2.23509178843	30.2866591090
86.0	2.13752640156	30.1690149892
87.0	2.04577941325	30.1941877680
88.0	1.95923586283	30.3632946815
89.0	1.87738408583	30.6799612726
90.0	1.79980790982	31.1502900265
91.0	1.72618167048	31.7828698837
92.0	1.65626803269	32.5888030367
93.0	1.58991870728	33.5817142378
94.0	1.52707802379	34.7776963372
95.0	1.46778943022	36.1951180654
96.0	1.41220471895	37.8541931209
97.0	1.36059560211	39.7761680078
98.0	1.31336665435	41.9819470708
99.0	1.27106789190	44.4899480137
100.0	1.23440403334	47.3129664122
