	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.846312798298	157.114902392
51.0	0.932071712116	155.533239855
52.0	1.02876737451	153.770260456
53.0	1.13816334561	151.793903930
54.0	1.26230853380	149.565067735
55.0	1.40353960370	147.036037107
56.0	1.56443301941	144.148775404
57.0	1.74765551628	140.833342557
58.0	1.95562531349	137.007067624
59.0	2.18984777822	132.575754055
60.0	2.44975031306	127.439241364
61.0	2.73088836663	121.504914510
62.0	3.02270006848	114.713217025
63.0	3.30676342477	107.076189562
64.0	3.55759078140	98.7198800889
65.0	3.74806855823	89.9057200099
66.0	3.85876476153	81.0008324900
67.0	3.88566845959	72.3940094697
68.0	3.84052897253	64.3992146933
69.0	3.74411029835	57.2002726255
70.0	3.61802237917	50.8533175234
71.0	3.47967708984	45.3240644918
72.0	3.34092802279	40.5300143260
73.0	3.20882898134	36.3718229982
74.0	3.08701716433	32.7515140421
75.0	2.97696554157	29.5809404600
76.0	2.87889041127	26.7844982714
77.0	2.79233877139	24.2989606695
78.0	2.71654282080	22.0721120523
79.0	2.65062287326	20.0610433981
80.0	2.59369756690	18.2305021946
81.0	2.54493965226	16.5514470735
82.0	2.50360080495	14.9998419250
83.0	2.46901946221	13.5556752017
84.0	2.44061974209	12.2021725965
85.0	2.41790606013	10.9251686786
86.0	2.40045600535	9.71260607344
87.0	2.38791284487	8.55413564481
88.0	2.37997838736	7.44079607889
89.0	2.37640649172	6.36475597274
90.0	2.37699739259	5.31910478256
91.0	2.38159282018	4.29768214447
92.0	2.39007187189	3.29493753649
93.0	2.40234758227	2.30581356266
94.0	2.4183641059	1.32564800791
95.0	2.43809442722	0.350090684646
96.0	2.46153855745	-0.624968184853
97.0	2.48872208647	-1.60346043738
98.0	2.51969510199	-2.58919534742
99.0	2.55453135943	-3.58590942387
100.0	2.59332766030	-4.59730800496
