	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.0525368135734	172.558826831
51.0	0.0553366341806	172.125449964
52.0	0.0582739510626	171.637659472
53.0	0.0613561099441	171.083938757
54.0	0.0645888956528	170.449982142
55.0	0.0679747105829	169.718120012
56.0	0.0715094943011	168.866811362
57.0	0.0751776752489	167.870463495
58.0	0.0789442278957	166.700126952
59.0	0.0827429678378	165.326120426
60.0	0.0864612354591	163.724391261
61.0	0.0899245185805	161.889155738
62.0	0.092892117883	159.853980748
63.0	0.0950856368927	157.719368193
64.0	0.0962742859728	155.674165404
65.0	0.0964098653538	153.984279514
66.0	0.0957351251026	152.924446653
67.0	0.0947551469283	152.668562612
68.0	0.0940540132728	153.207201366
69.0	0.0940830738127	154.357021371
70.0	0.095059441655	155.851810387
71.0	0.0969945042784	157.443926793
72.0	0.0997816233739	158.959894656
73.0	0.103275602963	160.305802055
74.0	0.107339381897	161.446960560
75.0	0.111862600757	162.383837999
76.0	0.116764203139	163.133913660
77.0	0.121988430427	163.720661927
78.0	0.127499229267	164.167813990
79.0	0.133275155666	164.496813983
80.0	0.139305366266	164.725979908
81.0	0.145586683586	164.870480741
82.0	0.152121526856	164.942651707
83.0	0.158916492852	164.952411558
84.0	0.165981399156	164.907673814
85.0	0.173328652304	164.814709779
86.0	0.180972843776	164.678452077
87.0	0.188930505011	164.502741004
88.0	0.197219974288	164.290520571
89.0	0.205861342725	164.043992874
90.0	0.214876459328	163.764738401
91.0	0.22428897852	163.453809028
92.0	0.234124440739	163.111798975
93.0	0.244410375983	162.738898041
94.0	0.255176426813	162.334930655
95.0	0.266454484495	161.899383170
96.0	0.278278829306	161.431421340
97.0	0.290686274494	160.929899931
98.0	0.303716298738	160.393365294
99.0	0.317411160457	159.820052238
100.0	0.331815974461	159.207741521
