	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.00729143724816	-115.115578980
51.0	0.00792502100433	-116.714186726
52.0	0.00863589167544	-118.492715239
53.0	0.00943615633911	-120.483223081
54.0	0.010339753064	-122.724813536
55.0	0.0113623813313	-125.265204852
56.0	0.0125210373529	-128.162440335
57.0	0.0138327790888	-131.486469760
58.0	0.0153120902541	-135.319977780
59.0	0.0169658861171	-139.757178790
60.0	0.0187849786693	-144.898255870
61.0	0.0207312619518	-150.835851760
62.0	0.0227222235077	-157.629556478
63.0	0.0246200326153	-165.267369589
64.0	0.0262398819024	-173.623290454
65.0	0.0273917387022	177.564360850
66.0	0.0279478068357	168.662034659
67.0	0.0278951867963	160.058752149
68.0	0.0273332466499	152.068390835
69.0	0.026421288256	144.874676218
70.0	0.0253189985736	138.533629361
71.0	0.0241515651185	133.010836156
72.0	0.023001822852	128.223650393
73.0	0.0219171983458	124.072561063
74.0	0.0209205145509	120.459402095
75.0	0.0200193825142	117.295812106
76.0	0.0192128428626	114.505944257
77.0	0.0184955765287	112.026297486
78.0	0.0178603922618	109.804346331
79.0	0.017299613632	107.796832057
80.0	0.0168058050719	105.968107647
81.0	0.0163721169346	104.288686807
82.0	0.0159924190538	102.734031771
83.0	0.0156613215722	101.283565397
84.0	0.0153741395018	99.9198757001
85.0	0.0151268324674	98.6280783652
86.0	0.0149159365435	97.3953052626
87.0	0.0147384967815	96.2102928199
88.0	0.0145920049827	95.0630480262
89.0	0.014474343943	93.9445750661
90.0	0.014383738787	92.8466487069
91.0	0.0143187147743	91.7616236875
92.0	0.0142780609427	90.6822715551
93.0	0.0142607987704	89.6016381240
94.0	0.0142661547585	88.5129161655
95.0	0.0142935361296	87.4093289083
96.0	0.0143425084709	86.2840207250
97.0	0.0144127746479	85.1299522064
98.0	0.014504153175	83.9397971038
99.0	0.0146165554372	82.7058394238
100.0	0.0147499596827	81.4198006100
