	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.0262192073118	69.2350848950
51.0	0.028118949305	67.7485184755
52.0	0.0302275582943	66.0847994802
53.0	0.0325756222529	64.2120806523
54.0	0.03519762435	62.0914856268
55.0	0.0381312674585	59.6755397335
56.0	0.0414155130809	56.9064616697
57.0	0.0450862449422	53.7145833915
58.0	0.0491677936716	50.0175236304
59.0	0.0536577705869	45.7213951193
60.0	0.058502325069	40.7263677933
61.0	0.0635607599633	34.9401801084
62.0	0.0685657939396	28.3036543366
63.0	0.0731018997503	20.8292372959
64.0	0.0766430250545	12.6434132945
65.0	0.0786838363817	4.00808306097
66.0	0.0789314471217	-4.70912460735
67.0	0.0774365068916	-13.1188722988
68.0	0.0745582628458	-20.9066068123
69.0	0.0707972559585	-27.8878657421
70.0	0.0666242219992	-34.0058232977
71.0	0.0623899402954	-39.2940133577
72.0	0.0583136817002	-43.8341182431
73.0	0.0545107055089	-47.7245917692
74.0	0.0510271483259	-51.0624386277
75.0	0.047868403778	-53.9347427629
76.0	0.0450183417947	-56.4159432947
77.0	0.0424510313585	-58.5679879295
78.0	0.0401373757725	-60.4416849405
79.0	0.0380486112848	-62.0783919531
80.0	0.0361579850564	-63.5116473729
81.0	0.0344414234744	-64.7685951213
82.0	0.0328776674099	-65.8711662694
83.0	0.0314481442182	-66.8370321816
84.0	0.0301367244265	-67.6803602040
85.0	0.0289294427824	-68.4124055690
86.0	0.0278142238864	-69.0419708752
87.0	0.0267806304936	-69.5757578938
88.0	0.0258196431564	-70.0186338479
89.0	0.0249234719056	-70.3738274987
90.0	0.0240853998378	-70.6430687743
91.0	0.0232996556695	-70.8266814653
92.0	0.0225613138977	-70.9236382540
93.0	0.0218662199843	-70.9315850994
94.0	0.0212109398866	-70.8468431182
95.0	0.0205927328539	-70.6643965234
96.0	0.0200095480724	-70.3778787894
97.0	0.019460045574	-69.9795727231
98.0	0.0189436433552	-69.4604489000
99.0	0.0184605918233	-68.8102753877
100.0	0.0180120777816	-68.0177906402
