	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.0262955295735	69.2029868591
51.0	0.0282034977988	67.7155130820
52.0	0.0303214067352	66.0508677984
53.0	0.0326800171847	64.1772029518
54.0	0.0353140129455	62.0556412750
55.0	0.0382613262072	59.6387071968
56.0	0.0415611718087	56.8686185166
57.0	0.0452496966047	53.6757059792
58.0	0.0493514719493	49.9775874165
59.0	0.0538642631587	45.6803742215
60.0	0.0587341744945	40.6842351891
61.0	0.0638200898348	34.8969073664
62.0	0.0688537156368	28.2592115718
63.0	0.0734177454654	20.7835930950
64.0	0.076983651224	12.5965345203
65.0	0.0790434471685	3.95993481658
66.0	0.0793023201753	-4.75857919539
67.0	0.0778104784496	-13.1696721948
68.0	0.0749282607043	-20.9587932877
69.0	0.0711581893354	-27.9414825537
70.0	0.0669730809288	-34.0609168448
71.0	0.0627254017822	-39.3506331063
72.0	0.0586355780162	-43.8923166862
73.0	0.0548195609142	-47.7844249746
74.0	0.051323847663	-51.1239665201
75.0	0.0481539810273	-53.9980294023
76.0	0.0452938564644	-56.4810573680
77.0	0.0427175017252	-58.6350031601
78.0	0.0403957465485	-60.5106806429
79.0	0.0382997415174	-62.1494535025
80.0	0.0364026466868	-63.5848670648
81.0	0.0346803055549	-64.8440727361
82.0	0.0331113828077	-65.9490098928
83.0	0.031677237195	-66.9173592796
84.0	0.0303616782388	-67.7632986305
85.0	0.0291506868782	-68.4980947467
86.0	0.0280321402556	-69.1305631851
87.0	0.0269955596466	-69.6674203101
88.0	0.026031889183	-70.1135497053
89.0	0.0251333072261	-70.4721985624
90.0	0.0242930693363	-70.7451175129
91.0	0.0235053805165	-70.9326537865
92.0	0.0227652952677	-71.0338065183
93.0	0.0220686425537	-71.0462515410
94.0	0.0214119753643	-70.9663435344
95.0	0.0207925438714	-70.7891046592
96.0	0.0202082922588	-70.5082106459
97.0	0.019657880538	-70.1159915359
98.0	0.0191407322753	-69.6034696656
99.0	0.0186571105074	-68.9604693484
100.0	0.0182082231581	-68.1757883005
