	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.222195454436	-7.33156447400
52.0	0.254090261474	-7.46117118626
53.0	0.290779236219	-7.62292952533
54.0	0.333163903237	-7.82070989252
55.0	0.382375383953	-8.05962774176
56.0	0.439851879271	-8.34642169597
57.0	0.507449597256	-8.69000458992
58.0	0.587605160881	-9.10227920924
59.0	0.683579427009	-9.59937369246
60.0	0.799834179183	-10.2035636510
61.0	0.942633438302	-10.9463629378
62.0	1.12104015575	-11.8736911711
63.0	1.34864175975	-13.0549230641
64.0	1.64669217472	-14.5996355976
65.0	2.05017460297	-16.6907346249
66.0	2.62027509553	-19.6554597752
67.0	3.47164204222	-24.1328331322
68.0	4.83227610353	-31.5112988981
69.0	7.12672242618	-45.1250435175
70.0	10.3967256347	-72.0344818243
71.0	11.0776427515	-111.038537165
72.0	8.52353537770	-138.564544311
73.0	6.44583272306	-152.519088768
74.0	5.16447305481	-160.057838754
75.0	4.35046061400	-164.624130336
76.0	3.80193296220	-167.648875725
77.0	3.41315533179	-169.788041659
78.0	3.12658040878	-171.376448617
79.0	2.90892475461	-172.600810362
80.0	2.73981526269	-173.572841637
81.0	2.60616095024	-174.363259557
82.0	2.49919967011	-175.018930408
83.0	2.41286225276	-175.572117384
84.0	2.34282168052	-176.045754987
85.0	2.28591678021	-176.456602735
86.0	2.23978991186	-176.817208081
87.0	2.20265190939	-177.137171666
88.0	2.17312529607	-177.423988117
89.0	2.15013720377	-177.683620516
90.0	2.13284472828	-177.920902933
91.0	2.12058197333	-178.139829513
92.0	2.11282200580	-178.343767244
93.0	2.10914922768	-178.535616774
94.0	2.10923926829	-178.717937657
95.0	2.11284439597	-178.893049490
96.0	2.11978315677	-179.063117253
97.0	2.12993332878	-179.230227231
98.0	2.14322764646	-179.396458816
99.0	2.15965196660	-179.563957006
100.0	2.17924576586	-179.734858685
