	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.147512172365	0.147851776715
52.0	0.152368642244	0.207940256129
53.0	0.157123172988	0.281182594453
54.0	0.161731498942	0.371173126711
55.0	0.166138140843	0.482811192152
56.0	0.170272768644	0.622911431397
57.0	0.17404510175	0.801173842379
58.0	0.177337632287	1.03177718533
59.0	0.179995092233	1.33609719734
60.0	0.181808993752	1.74755232779
61.0	0.182494778105	2.32070068813
62.0	0.181658385445	3.14939981091
63.0	0.17875030679	4.40582360311
64.0	0.173018061227	6.43198453244
65.0	0.16354188549	9.97710137830
66.0	0.149846627103	16.8698210575
67.0	0.135910883527	31.7165867380
68.0	0.149240468421	59.8776973363
69.0	0.263342504567	82.0146999390
70.0	0.532387822909	74.6400945744
71.0	0.751228943481	45.5948639354
72.0	0.722597878679	23.7611453125
73.0	0.653961604972	13.4172358472
74.0	0.607467838874	8.35066142824
75.0	0.579502795243	5.57437975614
76.0	0.563350663223	3.90131889682
77.0	0.55476667213	2.81657658339
78.0	0.551245621374	2.07224377252
79.0	0.551272385664	1.53793677388
80.0	0.55389379585	1.13999564771
81.0	0.558486668898	0.83431445365
82.0	0.564629498755	0.593186550383
83.0	0.572028865484	0.398493346816
84.0	0.580475598038	0.237972992969
85.0	0.589817728272	0.103076154048
86.0	0.599943268918	-0.0123178453394
87.0	0.61076894395	-0.112697688823
88.0	0.622232635028	-0.201430287454
89.0	0.634288223714	-0.281096972782
90.0	0.646902023631	-0.353720945541
91.0	0.660050284464	-0.420925122123
92.0	0.673717457017	-0.484044549635
93.0	0.687895008045	-0.54420876266
94.0	0.702580643497	-0.602404143638
95.0	0.717777858491	-0.659523091659
96.0	0.733495761882	-0.716404823992
97.0	0.749749147408	-0.773871395589
98.0	0.766558805736	-0.832761885371
99.0	0.783952088309	-0.893967380406
100.0	0.801963754648	-0.958468651991
