	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.0540870356075	176.138934287
52.0	0.0591546517668	175.888071476
53.0	0.0648567657016	175.610916917
54.0	0.0713102155895	175.302877260
55.0	0.0786617084559	174.958200641
56.0	0.0870978983017	174.569584663
57.0	0.0968598092086	174.127614092
58.0	0.108263940452	173.619935568
59.0	0.121733933602	173.030014577
60.0	0.137849461132	172.335206840
61.0	0.157424198159	171.503662067
62.0	0.181634921335	170.489151821
63.0	0.212244706435	169.222016421
64.0	0.252008604128	167.592414212
65.0	0.305454481037	165.417192331
66.0	0.380483603176	162.368879050
67.0	0.491846908143	157.808233146
68.0	0.668679734835	150.346602086
69.0	0.964244271006	136.64960039
70.0	1.37682536563	109.656621968
71.0	1.43735709018	70.5685582802
72.0	1.08472263334	42.9578944949
73.0	0.805384956535	28.9178688478
74.0	0.634188118863	21.2926394280
75.0	0.525576367352	16.6386981600
76.0	0.45232853537	13.5249611646
77.0	0.400308850649	11.2952895710
78.0	0.361859433932	9.61468903319
79.0	0.332565376015	8.29626921556
80.0	0.30973148218	7.22813483279
81.0	0.291630499477	6.33938309805
82.0	0.277109812146	5.58295551444
83.0	0.265374060038	4.92638883450
84.0	0.255859025049	4.34653896767
85.0	0.248155317751	3.82642559932
86.0	0.241960493335	3.35326731795
87.0	0.237048055248	2.91721419546
88.0	0.233246848953	2.51050450677
89.0	0.230427055125	2.12688749894
90.0	0.228490499836	1.76121764739
91.0	0.227363864104	1.40916194125
92.0	0.226993900766	1.06698288878
93.0	0.227344073968	0.731372863818
94.0	0.228392249931	0.399323206052
95.0	0.230129188293	0.0680165126631
96.0	0.232557680914	-0.265266394477
97.0	0.23569224472	-0.603231432137
98.0	0.239559325257	-0.948653729621
99.0	0.244198013811	-1.30446278297
100.0	0.249661314689	-1.67383420210
