Frequency	Amplitude	Phase Angle [deg]
51.0	0.00035629604084	-3.35076504549
52.0	0.000371726689568	-3.57430878632
53.0	0.000388946721812	-3.82285113031
54.0	0.000408275063313	-4.10092977252
55.0	0.00043011132034	-4.41423862052
56.0	0.000454962866212	-4.77001965964
57.0	0.000483483555463	-5.17762513484
58.0	0.000516530302426	-5.64934266680
59.0	0.000555247836457	-6.20163813932
60.0	0.000601199321236	-6.85708412507
61.0	0.000656574234199	-7.64745592080
62.0	0.000724531668305	-8.61890348340
63.0	0.000809791944001	-9.84100428150
64.0	0.000919707374301	-11.4235137280
65.0	0.00106631133099	-13.5494941632
66.0	0.00127048228433	-16.5463221574
67.0	0.00157085506236	-21.0531387566
68.0	0.00204250262698	-28.4584909025
69.0	0.00281657296631	-42.0966524981
70.0	0.00384538463006	-69.0281119276
71.0	0.0038377468885	-108.051852670
72.0	0.00276815822386	-135.595257064
73.0	0.00196395725515	-149.564945960
74.0	0.00147735343458	-157.116610995
75.0	0.00116924864747	-161.693599868
76.0	0.000960687040357	-164.726824752
77.0	0.000811366486497	-166.872240290
78.0	0.000699644186509	-168.464642650
79.0	0.000613105811299	-169.690708548
80.0	0.000544194361127	-170.662102281
81.0	0.000488072341854	-171.449476230
82.0	0.000441509929278	-172.099616692
83.0	0.000402273002	-172.644690163
84.0	0.000368769130858	-173.107516309
85.0	0.000339833770589	-173.504719662
86.0	0.000314596207923	-173.848690370
87.0	0.000292392738672	-174.148846656
88.0	0.000272708810895	-174.412472499
89.0	0.000255139486262	-174.645288188
90.0	0.000239361817186	-174.851848379
91.0	0.000225115158648	-175.035825718
92.0	0.000212186884692	-175.200217099
93.0	0.000200401860928	-175.347496684
94.0	0.000189614570669	-175.479731727
95.0	0.000179703149349	-175.598672294
96.0	0.000170564812789	-175.705822805
97.0	0.000162112314713	-175.802500934
98.0	0.000154271178685	-175.889888662
99.0	0.000146977516148	-175.969079014
100.0	0.000140176297562	-176.040973467
