Frequency	Amplitude	Phase Angle [deg]
50.0	8.34583289526e-05	-20.7649911248
51.0	8.77503877734e-05	-22.2515575443
52.0	9.25166407717e-05	-23.9152765397
53.0	9.78221001104e-05	-25.7879953675
54.0	0.0001037384426	-27.9085903930
55.0	0.000110341449134	-30.3245362863
56.0	0.000117705064777	-33.0936143502
57.0	0.000125889451719	-36.2854926283
58.0	0.000134918920755	-39.9825523894
59.0	0.000144744058037	-44.2786809006
60.0	0.000155182236952	-49.2737082265
61.0	0.000165836215325	-55.0598959114
62.0	0.000176009436008	-61.6964216832
63.0	0.000184675058646	-69.1708387239
64.0	0.000190595567046	-77.3566627254
65.0	0.000192660330794	-85.9919929588
66.0	0.000190338332952	-94.7092006272
67.0	0.000183946311158	-103.118948319
68.0	0.000174504648239	-110.906682832
69.0	0.000163300481785	-117.887941762
70.0	0.000151479632298	-124.005899318
71.0	0.000139854470384	-129.294089377
72.0	0.000128901537395	-133.834194263
73.0	0.000118844496345	-137.724667789
74.0	0.000109746255243	-141.062514647
75.0	0.000101579907722	-143.934818783
76.0	9.42748898214e-05	-146.416019315
77.0	8.77440451955e-05	-148.568063949
78.0	8.18982276529e-05	-150.441760960
79.0	7.66534754907e-05	-152.078467973
80.0	7.19340256746e-05	-153.511723393
81.0	6.76731209021e-05	-154.768671141
82.0	6.38127229954e-05	-155.871242289
83.0	6.03027422096e-05	-156.837108201
84.0	5.71001031081e-05	-157.680436224
85.0	5.41678096436e-05	-158.412481589
86.0	5.1474083951e-05	-159.042046895
87.0	4.8991606002e-05	-159.575833914
88.0	4.66968617865e-05	-160.018709868
89.0	4.45695927279e-05	-160.373903519
90.0	4.25923382282e-05	-160.643144794
91.0	4.07500590345e-05	-160.826757485
92.0	3.9029832929e-05	-160.923714274
93.0	3.74206128735e-05	-160.931661119
94.0	3.59130418146e-05	-160.846919138
95.0	3.44993181629e-05	-160.664472543
96.0	3.31731092163e-05	-160.377954809
97.0	3.19295097516e-05	-159.979648743
98.0	3.07650457159e-05	-159.460524920
99.0	2.96777216271e-05	-158.810351407
100.0	2.8667112143e-05	-158.017790640
