Frequency	Amplitude	Phase Angle [deg]
50.0	2.11741518915e-05	-25.7801180448
51.0	2.25996010216e-05	-27.3362742960
52.0	2.4189682509e-05	-29.0692320430
53.0	2.59685106574e-05	-31.0109344246
54.0	2.79633234899e-05	-33.2003579317
55.0	3.02039836898e-05	-35.6850818700
56.0	3.27214852393e-05	-38.5229970603
57.0	3.55446164757e-05	-41.7838865303
58.0	3.86934025957e-05	-45.5502522333
59.0	4.2167327384e-05	-49.9161088778
60.0	4.59260605308e-05	-54.9814208192
61.0	4.98618094749e-05	-60.8385921348
62.0	5.37681216931e-05	-67.5469516608
63.0	5.73225515911e-05	-75.0942135896
64.0	6.01154316314e-05	-83.3540653748
65.0	6.1751645492e-05	-92.0647901481
66.0	6.20001092496e-05	-100.858956516
67.0	6.08967392859e-05	-109.347439510
68.0	5.8718313749e-05	-117.215915247
69.0	5.58527716012e-05	-124.280169506
70.0	5.2665914884e-05	-130.483645777
71.0	4.94308235248e-05	-135.860171167
72.0	4.63184875595e-05	-140.491747839
73.0	4.34189858756e-05	-144.477179500
74.0	4.076854692e-05	-147.913854780
75.0	3.83716142871e-05	-150.889279909
76.0	3.62158123986e-05	-153.478359562
77.0	3.42810861264e-05	-155.743556141
78.0	3.25448799789e-05	-157.736248453
79.0	3.09848728445e-05	-159.498427826
80.0	2.95802920604e-05	-161.064338546
81.0	2.83124390313e-05	-162.461912555
82.0	2.71647974762e-05	-163.713962627
83.0	2.61229351834e-05	-164.839148955
84.0	2.51743150196e-05	-165.852750334
85.0	2.43080769472e-05	-166.767273725
86.0	2.35148227393e-05	-167.592934043
87.0	2.27864176702e-05	-168.338029559
88.0	2.21158154696e-05	-169.009234655
89.0	2.14969075373e-05	-169.611826174
90.0	2.09243954199e-05	-170.149856708
91.0	2.03936847063e-05	-170.626284763
92.0	1.99007984744e-05	-171.043069899
93.0	1.94423081839e-05	-171.401239141
94.0	1.9015280801e-05	-171.700930081
95.0	1.86172409042e-05	-171.941415433
96.0	1.82461475921e-05	-172.121114182
97.0	1.79003859141e-05	-172.237594986
98.0	1.75787737521e-05	-172.287579472
99.0	1.72805852694e-05	-172.266955752
100.0	1.70055923285e-05	-172.170671348
