Frequency	Amplitude	Phase Angle [deg]
50.0	8.33522601961e-06	-27.2006522528
51.0	8.93183989019e-06	-28.7199798860
52.0	9.59720747905e-06	-30.4141275899
53.0	1.03414312478e-05	-32.3149934426
54.0	1.11759441695e-05	-34.4614958222
55.0	1.21133164095e-05	-36.9011417635
56.0	1.31666546267e-05	-39.6917350234
57.0	1.43482424793e-05	-42.9029554097
58.0	1.56668504048e-05	-46.6171844140
59.0	1.71228798186e-05	-50.9282973398
60.0	1.87003832469e-05	-55.9360991482
61.0	2.03555606541e-05	-61.7328118626
62.0	2.20036750139e-05	-68.3775581526
63.0	2.35115460054e-05	-75.8578191461
64.0	2.47090057051e-05	-84.0470198720
65.0	2.54306812816e-05	-92.6831482596
66.0	2.55780088526e-05	-101.398441439
67.0	2.51626168502e-05	-109.803402541
68.0	2.4296481594e-05	-117.583290622
69.0	2.31388039612e-05	-124.553423747
70.0	2.18407783644e-05	-130.656720878
71.0	2.05159689561e-05	-135.926420375
72.0	1.9236009791e-05	-140.443863342
73.0	1.80390894056e-05	-144.307110401
74.0	1.6941012836e-05	-147.612714035
75.0	1.59442887558e-05	-150.447238394
76.0	1.50443248986e-05	-152.884525570
77.0	1.42332302858e-05	-154.985837417
78.0	1.35019826319e-05	-156.801194527
79.0	1.28415825485e-05	-158.371049311
80.0	1.22436163276e-05	-159.727899837
81.0	1.17004890012e-05	-160.897693388
82.0	1.12054821317e-05	-161.900984259
83.0	1.07527240136e-05	-162.753859021
84.0	1.03371212565e-05	-163.468660421
85.0	9.95427790695e-06	-164.054543143
86.0	9.60041577641e-06	-164.517892454
87.0	9.27230275853e-06	-164.862631391
88.0	8.96719214664e-06	-165.090438580
89.0	8.68277421144e-06	-165.200894509
90.0	8.41714043524e-06	-165.191572958
91.0	8.16876051833e-06	-165.058093180
92.0	7.936472579e-06	-164.794151561
93.0	7.71948678088e-06	-164.391554636
94.0	7.51740340782e-06	-163.840285068
95.0	7.33024623052e-06	-163.128643045
96.0	7.15851225948e-06	-162.243523911
97.0	7.00323854984e-06	-161.170914307
98.0	6.86608584362e-06	-159.896714543
99.0	6.74943659098e-06	-158.408015990
100.0	6.65650186082e-06	-156.694836204
