Frequency	Amplitude	Phase Angle [deg]
50.0	2.63727124355e-05	154.448751093
51.0	2.81383927257e-05	152.851139103
52.0	3.01110117805e-05	151.073957510
53.0	3.23212316863e-05	149.085141267
54.0	3.48037841924e-05	146.845580390
55.0	3.7596900988e-05	144.307549830
56.0	4.0740515937e-05	141.412999254
57.0	4.42721786612e-05	138.091971546
58.0	4.82189498359e-05	134.261774422
59.0	5.25827543606e-05	129.828185597
60.0	5.7316290969e-05	124.691013655
61.0	6.22882860477e-05	118.757607038
62.0	6.72439536942e-05	111.968366403
63.0	7.17822950146e-05	104.335282271
64.0	7.5390677808e-05	95.9843444736
65.0	7.75710345964e-05	87.1769173156
66.0	7.80271346948e-05	78.2800467423
67.0	7.67954711306e-05	69.6824360874
68.0	7.42152782141e-05	61.6979477744
69.0	7.07678893379e-05	54.5102906450
70.0	6.69099172725e-05	48.1754672935
71.0	6.29839401935e-05	42.6590431501
72.0	5.92057198402e-05	37.8783490576
73.0	5.56899909038e-05	33.7338482935
74.0	5.24839671969e-05	30.1273462480
75.0	4.95948299781e-05	26.9704490036
76.0	4.70084475171e-05	24.1872733981
77.0	4.4700849838e-05	21.7142772087
78.0	4.26447588973e-05	19.4988885652
79.0	4.08130564447e-05	17.4977962005
80.0	3.91804660735e-05	15.6752936038
81.0	3.77242403527e-05	14.0018271133
82.0	3.64243188936e-05	12.4527824841
83.0	3.52632219106e-05	11.0074959260
84.0	3.4225826175e-05	9.64845702092
85.0	3.32991006499e-05	8.36066966475
86.0	3.24718429244e-05	7.13113875770
87.0	3.17344341984e-05	5.94845639736
88.0	3.10786212418e-05	4.80246547775
89.0	3.04973257455e-05	3.68398359350
90.0	2.99844808088e-05	2.58457319585
91.0	2.95348905462e-05	1.49634744187
92.0	2.91441104861e-05	0.411802846917
93.0	2.88083452704e-05	-0.676327950208
94.0	2.85243600354e-05	-1.77520892183
95.0	2.82894033706e-05	-2.89202335174
96.0	2.81011382445e-05	-4.03409025286
97.0	2.79575790398e-05	-5.20897743673
98.0	2.7857030957e-05	-6.42461398783
99.0	2.77980302078e-05	-7.68940382480
100.0	2.77792804934e-05	-9.01233463338
