Frequency	Amplitude	Phase Angle [deg]
50.0	0.000511646252614	159.882005366
51.0	0.00053697930387	158.401515566
52.0	0.00056510832475	156.742970155
53.0	0.000596414341453	154.874435939
54.0	0.00063131624256	152.756942816
55.0	0.00067025494388	150.342914318
56.0	0.000713657251804	147.574458214
57.0	0.000761863817353	144.381785516
58.0	0.000814996783051	140.682383480
59.0	0.000872733640078	136.382221201
60.0	0.000933953509674	131.381311958
61.0	0.0009962555981	125.587223290
62.0	0.00105546292988	118.940590747
63.0	0.00110545260751	111.453656931
64.0	0.00113888683893	103.252682823
65.0	0.00114923533363	94.5993246089
66.0	0.00113346179185	85.8609430374
67.0	0.00109358596404	77.4265815183
68.0	0.00103578512677	69.6104703676
69.0	0.000967772007033	62.5967170959
70.0	0.000896370353504	56.4417570128
71.0	0.0008263894892	51.1116258779
72.0	0.000760627869803	46.5241667993
73.0	0.000700378149347	42.5804016945
74.0	0.000645980811783	39.1827461590
75.0	0.000597247957933	36.2434740534
76.0	0.000553737766749	33.6874342608
77.0	0.000514914666575	31.4518880229
78.0	0.000480235224329	29.4851472715
79.0	0.00044918993564	27.7448740486
80.0	0.000421320417597	26.1964359652
81.0	0.000396223633459	24.8114663775
82.0	0.00037354974094	23.5666652177
83.0	0.000352997155637	22.4428258659
84.0	0.000334306728795	21.4240566265
85.0	0.000317255965487	20.4971622275
86.0	0.000301653719244	19.6511544487
87.0	0.000287335514548	18.8768654161
88.0	0.000274159518235	18.1666422670
89.0	0.00026200312399	17.5141063211
90.0	0.000250760074337	16.9139638844
91.0	0.000240338055876	16.3618578090
92.0	0.000230656694223	15.8542527234
93.0	0.000221645889162	15.3883469893
94.0	0.000213244438147	14.9620068883
95.0	0.00020539890701	14.5737188363
96.0	0.000198062709463	14.2225563070
97.0	0.000191195374069	13.9081577726
98.0	0.000184761973077	13.6307124435
99.0	0.000178732704405	13.3909489211
100.0	0.000173082611835	13.1901102742
