	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.109872288469	86.6571395617
52.0	0.116866009436	86.4337885317
53.0	0.124617865751	86.1854399644
54.0	0.133264111024	85.9075559547
55.0	0.142975458764	85.5944423835
56.0	0.153968663966	85.2388570134
57.0	0.166523082707	84.8314472966
58.0	0.181004883241	84.3599252809
59.0	0.197903331076	83.8078247308
60.0	0.217886737005	83.1525725892
61.0	0.241891559952	82.3623930916
62.0	0.27126967166	81.3911357204
63.0	0.308042392431	80.1692223425
64.0	0.355360891877	78.5868968558
65.0	0.418388840096	76.4610960295
66.0	0.506101042631	73.4644423886
67.0	0.635150811221	68.9577938371
68.0	0.838065671607	61.5526022078
69.0	1.17250999427	47.9145921840
70.0	1.62376672015	20.9832738855
71.0	1.64346064977	-18.0403380235
72.0	1.20194997863	-45.5836278703
73.0	0.864481764846	-59.5532188395
74.0	0.659105160151	-67.1048051045
75.0	0.528620671218	-71.6817375380
76.0	0.440056884574	-74.7149315964
77.0	0.376494272649	-76.8603459199
78.0	0.328821216024	-78.4527811790
79.0	0.291801966734	-79.6789192921
80.0	0.262245384815	-80.6504304377
81.0	0.238106815047	-81.4379739319
82.0	0.218020120414	-82.0883439557
83.0	0.201039767668	-82.6337161817
84.0	0.186491473986	-83.0969209531
85.0	0.173881931096	-83.4945951889
86.0	0.162842168174	-83.8391434561
87.0	0.15309085107	-84.1400009186
88.0	0.144409811989	-84.4044713433
89.0	0.136627324389	-84.6382984293
90.0	0.129606411566	-84.8460643766
91.0	0.123236515299	-85.0314745495
92.0	0.117427449154	-85.1975647514
93.0	0.112104943251	-85.3468556518
94.0	0.107207312689	-85.4814703086
95.0	0.102682935674	-85.6032260943
96.0	0.0984883231523	-85.7137089609
97.0	0.0945866256386	-85.8143358969
98.0	0.090946471848	-85.9064105189
99.0	0.0875410575732	-85.9911757189
100.0	0.0843474310792	-86.0697947848
