	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.0117721591107	-93.7906682928
52.0	0.0126039897179	-94.0290948150
53.0	0.013530877583	-94.2929700690
54.0	0.0145700142648	-94.5868505901
55.0	0.0157429474991	-94.9164500361
56.0	0.0170770467963	-95.2890311331
57.0	0.0186075995206	-95.7139678642
58.0	0.0203808758733	-96.2035707462
59.0	0.0224587247123	-96.7743297079
60.0	0.0249256624897	-97.4488426859
61.0	0.0279001682933	-98.2589116698
62.0	0.0315533633443	-99.2507148034
63.0	0.0361412578774	-100.493859333
64.0	0.0420632510926	-102.098132127
65.0	0.0499744367942	-104.246628868
66.0	0.0610149206811	-107.266761392
67.0	0.0773046076228	-111.797708179
68.0	0.103000041567	-119.228055919
69.0	0.145549387907	-132.892120864
70.0	0.203637736594	-159.850436255
71.0	0.208278207496	161.098270459
72.0	0.153968839503	133.525957637
73.0	0.111964230057	119.526253864
74.0	0.0863323412451	111.943409021
75.0	0.0700454640925	107.334012649
76.0	0.0590047619117	104.267085412
77.0	0.051098487899	102.086600337
78.0	0.0451870485703	100.457683461
79.0	0.0406147754734	99.1935742799
80.0	0.0369817151769	98.1825179557
81.0	0.0340314701726	97.3537641945
82.0	0.0315926780196	96.6604206424
83.0	0.0295467256436	96.0702056699
84.0	0.0278090397123	95.5601744037
85.0	0.0263177709583	95.1135659425
86.0	0.0250266924439	94.7178412122
87.0	0.0239005956822	94.3634190980
88.0	0.0229122211137	94.0428370428
89.0	0.0220401597872	93.7501785114
90.0	0.0212673873139	93.4806727502
91.0	0.0205802194575	93.2304085327
92.0	0.0199675552642	92.9961249364
93.0	0.0194203203363	92.7750548803
94.0	0.0189310520252	92.5648052312
95.0	0.0184935868266	92.3632624147
96.0	0.018102823167	92.1685154235
97.0	0.0177545403836	91.9787904127
98.0	0.0174452605667	91.7923921694
99.0	0.0171721439535	91.6076484545
100.0	0.016932911284	91.4227762139
