	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.0142198920328	-93.6985831890
52.0	0.0152034316835	-93.9338621195
53.0	0.0162981434798	-94.1945007542
54.0	0.0175240994521	-94.4850527562
55.0	0.0189064552604	-94.8112288112
56.0	0.0204771600907	-95.1802885747
57.0	0.0222774020282	-95.6016028875
58.0	0.0243611839101	-96.0874789973
59.0	0.0268006841971	-96.6544034862
60.0	0.0296945256843	-97.3249708183
61.0	0.0331809489547	-98.1309794267
62.0	0.0374595957466	-99.1186037269
63.0	0.0428291081037	-100.357447180
64.0	0.0497553244916	-101.957292679
65.0	0.0590021636946	-104.101231865
66.0	0.0718987668085	-107.116672317
67.0	0.0909154920359	-111.642788184
68.0	0.120892259404	-119.068161619
69.0	0.170483048593	-132.727104228
70.0	0.238023384904	-159.680144367
71.0	0.242927247366	161.273995495
72.0	0.179191089255	133.707278875
73.0	0.130015111752	119.713339806
74.0	0.100022668883	112.136433603
75.0	0.0809644490529	107.533155651
76.0	0.0680408127319	104.472532522
77.0	0.0587809789427	102.298543414
78.0	0.0518521675191	100.676320735
79.0	0.0464877559535	99.4191104902
80.0	0.0422201852117	98.4151646282
81.0	0.0387497472229	97.5937398174
82.0	0.0358761420522	96.9079508555
83.0	0.0334607258097	96.3255234306
84.0	0.0314046366335	95.8235201726
85.0	0.0296355668509	95.3851877458
86.0	0.0280994615264	94.9979948099
87.0	0.0267551376788	94.6523679310
88.0	0.0255706962036	94.3408522467
89.0	0.0245210695659	94.0575387533
90.0	0.0235863082139	93.7976639258
91.0	0.0227503593453	93.5573233818
92.0	0.0220001821151	93.3332623429
93.0	0.0213250962882	93.1227189085
94.0	0.0207162965235	92.9233038151
95.0	0.0201664861889	92.7329055097
96.0	0.0196695987962	92.5496125253
97.0	0.0192205849405	92.3716472033
98.0	0.0188152489871	92.1973060373
99.0	0.0184501244645	92.0249024930
100.0	0.0181223805217	91.8526308533
