	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.011524836202	-93.7817095938
52.0	0.0123376560928	-94.0199611058
53.0	0.0132432873304	-94.2836618755
54.0	0.0142585144503	-94.5773684788
55.0	0.0154043749941	-94.9067946263
56.0	0.0167075903484	-95.2792030305
57.0	0.0182026119957	-95.7039677341
58.0	0.0199346140353	-96.1933992529
59.0	0.0219639797753	-96.7639875454
60.0	0.0243732225894	-97.4383305373
61.0	0.0272780129765	-98.2482302118
62.0	0.0308454143095	-99.2398647000
63.0	0.035325364175	-100.482841212
64.0	0.0411077837427	-102.086946563
65.0	0.0488322124567	-104.235276354
66.0	0.0596116644374	-107.255242360
67.0	0.0755156095507	-111.786022930
68.0	0.100601480616	-119.216204607
69.0	0.142138737415	-132.880103462
70.0	0.198835953887	-159.838252515
71.0	0.203336138193	161.110621087
72.0	0.150292451452	133.538475972
73.0	0.109273973727	119.538941135
74.0	0.0842448932306	111.956266867
75.0	0.068341142202	107.347043325
76.0	0.0575600223951	104.280291733
77.0	0.0498394383319	102.099985902
78.0	0.0440666242979	100.471252754
79.0	0.0396013590077	99.2073327542
80.0	0.0360531159782	98.1964722725
81.0	0.0331715426361	97.3679224152
82.0	0.0307893170608	96.6747924516
83.0	0.0287906226728	96.0848026263
84.0	0.0270928792897	95.5750103191
85.0	0.0256356945318	95.1286571720
86.0	0.0243739291077	94.7332071888
87.0	0.0232732017705	94.3790827766
88.0	0.0223068919748	94.0588255547
89.0	0.0214540910024	93.7665238896
90.0	0.0206981704197	93.4974127905
91.0	0.0200257622026	93.2475878499
92.0	0.0194260195346	93.0137962183
93.0	0.018890073132	92.7932803842
94.0	0.0184106258359	92.5836586462
95.0	0.0179816473372	92.3828310620
96.0	0.0175981420335	92.1889030106
97.0	0.0172559719	92.0001204035
98.0	0.016951721114	91.8148119550
99.0	0.0166825932564	91.6313345568
100.0	0.0164463346793	91.4479408043
