Frequency	Amplitude	Phase Angle [deg]
50.0	2.71673878593e-08	143.078609372
51.0	2.99503716957e-08	141.855910461
52.0	3.30740114442e-08	140.435439174
53.0	3.65917624275e-08	138.786776470
54.0	4.05653881745e-08	136.872294456
55.0	4.50648052325e-08	134.645608839
56.0	5.01662703852e-08	132.049888682
57.0	5.59472930675e-08	129.016291384
58.0	6.24755339237e-08	125.463148917
59.0	6.97874876451e-08	121.297185082
60.0	7.78516646433e-08	116.419087752
61.0	8.65127098533e-08	110.737026845
62.0	9.54227927814e-08	104.192175289
63.0	1.03991005771e-07	96.7972542081
64.0	1.11414456195e-07	88.6789489768
65.0	1.16854571337e-07	80.0992905533
66.0	1.19729416693e-07	71.4259682184
67.0	1.19948858974e-07	63.0483105798
68.0	1.17913634141e-07	55.2807921045
69.0	1.14295739377e-07	48.3077251433
70.0	1.09781123801e-07	42.1857116381
71.0	1.04914970393e-07	36.8809168266
72.0	1.00063352693e-07	32.3112759534
73.0	9.54401757338e-08	28.3778658408
74.0	9.1152275987e-08	24.9831186896
75.0	8.72394125162e-08	22.0392857847
76.0	8.3702896803e-08	19.4711518397
77.0	8.05239389826e-08	17.2158705501
78.0	7.76746078234e-08	15.2215991170
79.0	7.5124028938e-08	13.4457944630
80.0	7.28416955204e-08	11.8535634275
81.0	7.07990964009e-08	10.4162176474
82.0	6.89703985382e-08	9.11006767130
83.0	6.73326167223e-08	7.91544177095
84.0	6.58655187043e-08	6.81589816832
85.0	6.45514077824e-08	5.79759563047
86.0	6.33748585813e-08	4.84879134693
87.0	6.23224474732e-08	3.95943929939
88.0	6.13824972568e-08	3.12086770850
89.0	6.05448454747e-08	2.32551822459
90.0	5.98006386041e-08	1.56673342827
91.0	5.9142151122e-08	0.838582049469
92.0	5.85626275691e-08	0.135713507058
93.0	5.80561447409e-08	-0.546764680997
94.0	5.76174897298e-08	-1.21339178592
95.0	5.72420515595e-08	-1.86844513536
96.0	5.69257231285e-08	-2.51602091315
97.0	5.66648094069e-08	-3.16010701367
98.0	5.64559388355e-08	-3.80464984641
99.0	5.62959755459e-08	-4.45361632959
100.0	5.61819269296e-08	-5.11104753821
