Frequency	Amplitude	Phase Angle [deg]
50.0	5.63227283176e-08	173.806769804
51.0	5.68568284091e-08	173.457553312
52.0	5.74206197802e-08	173.064549667
53.0	5.80142084149e-08	172.618389645
54.0	5.8636180139e-08	172.107436220
55.0	5.92825228459e-08	171.517333077
56.0	5.99449232371e-08	170.830631034
57.0	6.06081482052e-08	170.026727717
58.0	6.12461945958e-08	169.082610937
59.0	6.18170746102e-08	167.975337872
60.0	6.22568541368e-08	166.687818207
61.0	6.24755173155e-08	165.220032338
62.0	6.23609004572e-08	163.607243597
63.0	6.18008856445e-08	161.942693397
64.0	6.07314424153e-08	160.392378834
65.0	5.91981441584e-08	159.178183071
66.0	5.73866448386e-08	158.511659048
67.0	5.55762415158e-08	158.500896319
68.0	5.40322350046e-08	159.096006768
69.0	5.29146625206e-08	160.119261934
70.0	5.22589930051e-08	161.351702993
71.0	5.2014436187e-08	162.609726120
72.0	5.20946455811e-08	163.776160472
73.0	5.24127526935e-08	164.794518485
74.0	5.28970544613e-08	165.649311290
75.0	5.34942265711e-08	166.347487178
76.0	5.41670057937e-08	166.905807476
77.0	5.48904059297e-08	167.343700865
78.0	5.56482063074e-08	167.679778176
79.0	5.64302149145e-08	167.930428712
80.0	5.72303002749e-08	168.109472981
81.0	5.80450353018e-08	168.228293597
82.0	5.88727825375e-08	168.296145071
83.0	5.97130872258e-08	168.320501251
84.0	6.05662754506e-08	168.307378449
85.0	6.14331913912e-08	168.261613663
86.0	6.23150256951e-08	168.187094393
87.0	6.32132050518e-08	168.086944503
88.0	6.41293220744e-08	167.963672720
89.0	6.50650926934e-08	167.819290852
90.0	6.60223322061e-08	167.655407605
91.0	6.70029437685e-08	167.473303205
92.0	6.80089162968e-08	167.273988973
93.0	6.90423296109e-08	167.058255094
94.0	7.01053644798e-08	166.826709089
95.0	7.12003184501e-08	166.579807046
96.0	7.23296265177e-08	166.317879155
97.0	7.34958867971e-08	166.041150247
98.0	7.47018936185e-08	165.749756777
99.0	7.59506776188e-08	165.443759805
100.0	7.72455562349e-08	165.123015149
