Frequency	Amplitude	Phase Angle [deg]
50.0	1.79031685458e-08	120.827634929
51.0	2.06624262005e-08	121.998170231
52.0	2.38116503723e-08	122.597052788
53.0	2.74073138627e-08	122.665486035
54.0	3.15172369077e-08	122.222017787
55.0	3.62208250746e-08	121.264449469
56.0	4.16078781931e-08	119.770894378
57.0	4.77743053019e-08	117.700333158
58.0	5.48118453474e-08	114.993416111
59.0	6.2787186694e-08	111.574905868
60.0	7.1704316323e-08	107.360180475
61.0	8.14449379665e-08	102.269460926
62.0	9.16910876872e-08	96.2538760065
63.0	1.01859283056e-07	89.3344268244
64.0	1.1111292425e-07	81.6447290017
65.0	1.18527626862e-07	73.4526486994
66.0	1.23395133448e-07	65.1308163008
67.0	1.25494521006e-07	57.0727667560
68.0	1.25130892671e-07	49.5965733053
69.0	1.22933958115e-07	42.8896418839
70.0	1.19593193143e-07	37.0112457617
71.0	1.15683819024e-07	31.9298661575
72.0	1.11611127298e-07	27.5654547523
73.0	1.07627051774e-07	23.8208503704
74.0	1.0387087273e-07	20.6000303861
75.0	1.00408287914e-07	17.8166059019
76.0	9.72606655555e-08	15.3965622522
77.0	9.44244833832e-08	13.2781165317
78.0	9.18833735958e-08	11.4103710495
79.0	8.96152349876e-08	9.75162504370
80.0	8.75962555911e-08	8.26773873609
81.0	8.58030788131e-08	6.93069971743
82.0	8.4213883917e-08	5.71742719227
83.0	8.28088480944e-08	4.60879971378
84.0	8.15702673383e-08	3.58887500973
85.0	8.0482497416e-08	2.64426758507
86.0	7.95318070859e-08	1.76365273473
87.0	7.87061962225e-08	0.937370603506
88.0	7.79952068972e-08	0.157108769281
89.0	7.7389741633e-08	-0.584353632117
90.0	7.68818960158e-08	-1.29335373136
91.0	7.64648079969e-08	-1.97551516973
92.0	7.61325228121e-08	-2.63588902910
93.0	7.58798741895e-08	-3.27907181572
94.0	7.57023766768e-08	-3.90930571056
95.0	7.55961300312e-08	-4.53056485831
96.0	7.55577299575e-08	-5.14663106647
97.0	7.55841844638e-08	-5.76116120987
98.0	7.56728318562e-08	-6.37774828824
99.0	7.58212567394e-08	-6.99997744164
100.0	7.60272015015e-08	-7.63147138750
