Frequency	Amplitude	Phase Angle [deg]
50.0	2.58181583211e-08	-15.1568074434
51.0	2.67025320683e-08	-16.3862779282
52.0	2.76760991453e-08	-17.7783122628
53.0	2.87491980313e-08	-19.3635007945
54.0	2.99324167825e-08	-21.1793210726
55.0	3.12356238978e-08	-23.2716869467
56.0	3.26661384812e-08	-25.6966333195
57.0	3.42254644401e-08	-28.5218686970
58.0	3.59037497671e-08	-31.8275689843
59.0	3.7670931564e-08	-35.7051323879
60.0	3.94637957016e-08	-40.2515702210
61.0	4.11698678675e-08	-45.5559423347
62.0	4.2613707256e-08	-51.6737773178
63.0	4.35593513421e-08	-58.5884552725
64.0	4.3748909373e-08	-66.1687028836
65.0	4.2985595796e-08	-74.1471042449
66.0	4.12287416511e-08	-82.1496562277
67.0	3.86318759018e-08	-89.7796277431
68.0	3.54854394826e-08	-96.7138591156
69.0	3.21067382606e-08	-102.757835089
70.0	2.87524944129e-08	-107.842949893
71.0	2.5587568536e-08	-111.988893027
72.0	2.26953322436e-08	-115.261038528
73.0	2.01029607232e-08	-117.738598869
74.0	1.78050515687e-08	-119.495869067
75.0	1.57802761614e-08	-120.593167919
76.0	1.40014670736e-08	-121.073516627
77.0	1.24411028887e-08	-120.962277247
78.0	1.10739901128e-08	-120.268244427
79.0	9.87838065248e-09	-118.985642011
80.0	8.83627077347e-09	-117.097139277
81.0	7.93328872547e-09	-114.578507501
82.0	7.15836446464e-09	-111.405870086
83.0	6.50324444802e-09	-107.566513485
84.0	5.96184013368e-09	-103.073460522
85.0	5.52937938698e-09	-97.9819616507
86.0	5.20138037952e-09	-92.4027838789
87.0	4.97258811112e-09	-86.5044515791
88.0	4.83614751301e-09	-80.4980421017
89.0	4.78330798011e-09	-74.6058669738
90.0	4.80377656018e-09	-69.0251993286
91.0	4.88654882329e-09	-63.9015870081
92.0	5.02086276562e-09	-59.3198211015
93.0	5.19695934866e-09	-55.3106100644
94.0	5.40650926112e-09	-51.8653563935
95.0	5.64273071984e-09	-48.9518288305
96.0	5.90029834027e-09	-46.5267874114
97.0	6.17514562979e-09	-44.5445567836
98.0	6.46423448359e-09	-42.9621038321
99.0	6.76533088872e-09	-41.7416502640
100.0	7.07680472818e-09	-40.8517046653
