Frequency	Amplitude	Phase Angle [deg]
50.0	1.49867927318e-08	104.042236105
51.0	1.74566856244e-08	107.796561205
52.0	2.03728311104e-08	110.503419280
53.0	2.3781476398e-08	112.286159079
54.0	2.77435101714e-08	113.239971460
55.0	3.23345046679e-08	113.427267964
56.0	3.76433871345e-08	112.878131062
57.0	4.37682133777e-08	111.592439695
58.0	5.08061695127e-08	109.542748943
59.0	5.88331221996e-08	106.678672222
60.0	6.78663066566e-08	102.934993624
61.0	7.78044292336e-08	98.2471631497
62.0	8.83482967587e-08	92.5783347230
63.0	9.89300635344e-08	85.9590701576
64.0	1.08717572964e-07	78.5306404857
65.0	1.1677140503e-07	70.5670856769
66.0	1.22346725643e-07	62.4460501429
67.0	1.25173261851e-07	54.5651685520
68.0	1.25509453291e-07	47.2458884708
69.0	1.23953046652e-07	40.6784105103
70.0	1.21179103591e-07	34.9243361989
71.0	1.17761947873e-07	29.9540977496
72.0	1.1411361605e-07	25.6892902157
73.0	1.10495793582e-07	22.0341438224
74.0	1.07057794359e-07	18.8938199656
75.0	1.03874371808e-07	16.1829415005
76.0	1.00974563495e-07	13.8283624727
77.0	9.83611361162e-08	11.7690488494
78.0	9.6022801283e-08	9.95475102547
79.0	9.39415374834e-08	8.34433143429
80.0	9.20968117461e-08	6.90414152382
81.0	9.04679158731e-08	5.60659894378
82.0	8.90351829723e-08	4.42900086671
83.0	8.77805585004e-08	3.35255935208
84.0	8.6687805688e-08	2.36162762527
85.0	8.57425117603e-08	1.44308320645
86.0	8.49319926814e-08	0.585836671179
87.0	8.42451508125e-08	-0.219560156509
88.0	8.36723173816e-08	-0.981227967762
89.0	8.32050953765e-08	-1.70621261197
90.0	8.28362120973e-08	-2.40068998910
91.0	8.25593837411e-08	-3.07013359572
92.0	8.23691945117e-08	-3.71945290996
93.0	8.22609870481e-08	-4.35310902507
94.0	8.2230765346e-08	-4.97521248154
95.0	8.22751062725e-08	-5.58960728531
96.0	8.2391077068e-08	-6.19994429731
97.0	8.25761586929e-08	-6.80974622903
98.0	8.28281684361e-08	-7.42246639175
99.0	8.31451828648e-08	-8.04154221525
100.0	8.35254531319e-08	-8.67043748240
