Frequency	Amplitude	Phase Angle [deg]
50.0	6.57819015412e-07	-11.8599700991
51.0	6.73912394324e-07	-12.8068063913
52.0	6.91433629581e-07	-13.8854244381
53.0	7.10508105563e-07	-15.1221150171
54.0	7.31244129616e-07	-16.5493139795
55.0	7.5370712452e-07	-18.2069986354
56.0	7.77875200738e-07	-20.1441848177
57.0	8.03565194305e-07	-22.4202470040
58.0	8.30314296807e-07	-25.1054246471
59.0	8.57201328428e-07	-28.2792214983
60.0	8.82602389467e-07	-32.0243582103
61.0	9.03917196162e-07	-36.4126699058
62.0	9.17401309788e-07	-41.4788751654
63.0	9.18392181827e-07	-47.1811867150
64.0	9.02290035632e-07	-53.3579244007
65.0	8.66329768142e-07	-59.7050866889
66.0	8.11330097464e-07	-65.8050463733
67.0	7.42032453603e-07	-71.2099240101
68.0	6.6550804919e-07	-75.5383446553
69.0	5.88766631849e-07	-78.5329214129
70.0	5.17109696211e-07	-80.0634777585
71.0	4.5372844414e-07	-80.1010415502
72.0	4.00092035551e-07	-78.6943112809
73.0	3.56530861706e-07	-75.9637269158
74.0	3.22695928676e-07	-72.1089585461
75.0	2.97830821197e-07	-67.4123151683
76.0	2.8091545121e-07	-62.2183976512
77.0	2.70764842048e-07	-56.8845820379
78.0	2.66133365487e-07	-51.7205159412
79.0	2.65824846998e-07	-46.9455033778
80.0	2.68781294012e-07	-42.6791079467
81.0	2.74129894443e-07	-38.9585154403
82.0	2.81189196674e-07	-35.7662757409
83.0	2.89448859136e-07	-33.0556817432
84.0	2.98538432195e-07	-30.7687124886
85.0	3.08195524095e-07	-28.8466642587
86.0	3.18238292123e-07	-27.2354860174
87.0	3.28543644332e-07	-25.8878717227
88.0	3.39030804653e-07	-24.7635986763
89.0	3.49649283866e-07	-23.8290315773
90.0	3.60370218818e-07	-23.0563050004
91.0	3.71180209259e-07	-22.4224455082
92.0	3.82076952229e-07	-21.9085533526
93.0	3.93066171922e-07	-21.4990890816
94.0	4.04159465236e-07	-21.1812736536
95.0	4.1537280792e-07	-20.9445943677
96.0	4.26725533261e-07	-20.7804025693
97.0	4.38239648268e-07	-20.6815888422
98.0	4.49939404792e-07	-20.6423211512
99.0	4.6185105943e-07	-20.6578349474
100.0	4.74002781369e-07	-20.7242476188
