Frequency	Amplitude	Phase Angle [deg]
50.0	6.76885810614e-07	-12.1939993933
51.0	6.94090675215e-07	-13.1709654986
52.0	7.12844812214e-07	-14.2833592188
53.0	7.33289492547e-07	-15.5580469847
54.0	7.55550221128e-07	-17.0281517934
55.0	7.7971009622e-07	-18.7344748546
56.0	8.0576361072e-07	-20.7270240457
57.0	8.33539286213e-07	-23.0663734187
58.0	8.62575181346e-07	-25.8242187053
59.0	8.91929875261e-07	-29.0818376139
60.0	9.19922222419e-07	-32.9241170420
61.0	9.43836265552e-07	-37.4255412466
62.0	9.59731610737e-07	-42.6240663974
63.0	9.626622463e-07	-48.4818476141
64.0	9.47689769882e-07	-54.8419655429
65.0	9.11743734078e-07	-61.4060778115
66.0	8.55487268049e-07	-67.7630947016
67.0	7.83722561114e-07	-73.4723075180
68.0	7.03757632389e-07	-78.1594533883
69.0	6.22901519223e-07	-81.5727014499
70.0	5.46715315504e-07	-83.5830915788
71.0	4.78568229558e-07	-84.1540374627
72.0	4.20038014932e-07	-83.3118183929
73.0	3.7153326629e-07	-81.1341870385
74.0	3.32794780848e-07	-77.7576570281
75.0	3.03193879526e-07	-73.3919719825
76.0	2.81872667438e-07	-68.3230252358
77.0	2.67808077738e-07	-62.8880627349
78.0	2.59869726719e-07	-57.4239849260
79.0	2.56901194234e-07	-52.2108381864
80.0	2.57811621643e-07	-47.4372198900
81.0	2.61647846174e-07	-43.1976457444
82.0	2.67629554574e-07	-39.5125040814
83.0	2.75149980975e-07	-36.3549525358
84.0	2.8375534804e-07	-33.6740766130
85.0	2.93116166985e-07	-31.4107015354
86.0	3.02998816515e-07	-29.5065083763
87.0	3.13241251645e-07	-27.9084626115
88.0	3.23733827051e-07	-26.5704282134
89.0	3.34404830464e-07	-25.4532852854
90.0	3.45209862945e-07	-24.5243525683
91.0	3.56124167967e-07	-23.7565557686
92.0	3.67137141818e-07	-23.1275653643
93.0	3.78248430966e-07	-22.6190040500
94.0	3.89465166984e-07	-22.2157602134
95.0	4.00800021945e-07	-21.9054123962
96.0	4.12269849485e-07	-21.6777558719
97.0	4.23894746646e-07	-21.5244176887
98.0	4.35697423895e-07	-21.4385457015
99.0	4.47702800181e-07	-21.4145585535
100.0	4.59937765318e-07	-21.4479272671
