	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.000693766221331	-104.146994766
52.0	0.000865836313208	-103.694743343
53.0	0.00107288520066	-103.488438337
54.0	0.00132442669095	-103.496407611
55.0	0.00163368115354	-103.710416267
56.0	0.00201953132353	-104.142943755
57.0	0.00250985031766	-104.829818674
58.0	0.00314744386336	-105.839362628
59.0	0.00400128345883	-107.292763408
60.0	0.00518921095306	-109.408183190
61.0	0.00692742726196	-112.602368443
62.0	0.00964633372036	-117.749985265
63.0	0.014258498403	-126.926183084
64.0	0.0223527172286	-145.516587514
65.0	0.0309055194747	177.870638962
66.0	0.0268408041357	139.629716894
67.0	0.0197872620815	119.557265707
68.0	0.0154063924566	109.709401687
69.0	0.0127701489675	104.194685678
70.0	0.0110778202679	100.734910433
71.0	0.00992509356369	98.3795804107
72.0	0.00910395908973	96.6778858370
73.0	0.00849978261212	95.3919688447
74.0	0.00804508319236	94.3854552008
75.0	0.00769785638816	93.5748904468
76.0	0.00743072200545	92.9064753266
77.0	0.00722514177413	92.3440244117
78.0	0.00706816489413	91.8623254810
79.0	0.0069505078559	91.4432792032
80.0	0.00686537467006	91.0735533406
81.0	0.00680770624723	90.7431023524
82.0	0.00677368832465	90.4442021004
83.0	0.00676042037455	90.1708021834
84.0	0.00676568790258	89.9180802052
85.0	0.00678780290593	89.6821278956
86.0	0.00682549045825	89.4597253570
87.0	0.00687780717556	89.2481753916
88.0	0.00694408235758	89.0451794952
89.0	0.00702387553094	88.8487431212
90.0	0.00711694623151	88.6571016885
91.0	0.00722323322328	88.4686613320
92.0	0.00734284122766	88.2819500290
93.0	0.00747603390943	88.0955758529
94.0	0.00762323238964	87.9081897808
95.0	0.0077850189133	87.7184509568
96.0	0.00796214565552	87.5249924946
97.0	0.00815554899743	87.3263859758
98.0	0.00836636985801	87.1211026706
99.0	0.0085959811973	86.9074691938
100.0	0.00884602421156	86.6835415291
