	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.00114352413167	96.9352968507
52.0	0.00103410950697	99.4487033662
53.0	0.000899482973018	103.531854497
54.0	0.000738902937425	110.902914645
55.0	0.0005656137399	126.251782107
56.0	0.000458601479948	160.076376899
57.0	0.000612729470376	-157.740573980
58.0	0.0010666471318	-135.843410509
59.0	0.00178398573785	-126.772208735
60.0	0.00283952253323	-123.297602949
61.0	0.00442991144085	-123.121969737
62.0	0.00697030241967	-126.050129001
63.0	0.0113677968343	-133.669703376
64.0	0.0193218654893	-151.116474230
65.0	0.0285838774893	173.141433107
66.0	0.0262893593972	135.582344880
67.0	0.0203574022982	116.056222034
68.0	0.0165394208819	106.654528612
69.0	0.0142278658707	101.510108979
70.0	0.0127514001243	98.3619480761
71.0	0.0117582178593	96.2720364977
72.0	0.0110644362987	94.7988333375
73.0	0.0105678185112	93.7114930895
74.0	0.0102078499685	92.8790356127
75.0	0.00994673115354	92.2222169636
76.0	0.00975977286261	91.6905675999
77.0	0.0096302460052	91.2505660816
78.0	0.00954646952916	90.8791539114
79.0	0.00950008640754	90.5599893990
80.0	0.00948500161755	90.2811869205
81.0	0.00949670533179	90.0339006809
82.0	0.00953182871622	89.8114084071
83.0	0.00958784511104	89.6085014570
84.0	0.00966286468625	89.4210684949
85.0	0.00975549106065	89.2458047019
86.0	0.00986471989617	89.0800042726
87.0	0.00998986671787	88.9214092541
88.0	0.0101305157131	88.7680971343
89.0	0.0102864837589	88.6183953760
90.0	0.0104577961902	88.4708148515
91.0	0.0106446716977	88.3239964966
92.0	0.0108475148005	88.1766670934
93.0	0.0110669149626	88.0276011051
94.0	0.0113036518639	87.8755861446
95.0	0.0115587067239	87.7193900309
96.0	0.0118332801029	87.5577275916
97.0	0.0121288168568	87.3892253501
98.0	0.0124470394403	87.2123820844
99.0	0.0127899913572	87.0255228740
100.0	0.0131600931481	86.8266702999
