	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.00010101782449	81.7839767253
52.0	0.000116241977621	81.3832245943
53.0	0.000134382436256	80.9129759621
54.0	0.000156237137676	80.3557231572
55.0	0.000182913548146	79.6870638636
56.0	0.000215992313908	78.8720317330
57.0	0.000257805271679	77.8588133715
58.0	0.000311931220163	76.5674203559
59.0	0.00038413186024	74.8679546384
60.0	0.000484240180522	72.5356221465
61.0	0.000630265681057	69.1485390426
62.0	0.000857959462258	63.8279982445
63.0	0.0012426922475	54.4956278676
64.0	0.0019130657444	35.7632003707
65.0	0.00260242408417	-0.979875631308
66.0	0.00222758465891	-39.3405250620
67.0	0.00162109277121	-59.5238941548
68.0	0.00124777176316	-69.4750962944
69.0	0.00102381212415	-75.0866144848
70.0	0.000880243590028	-78.6375499099
71.0	0.000782534025385	-81.0791703196
72.0	0.000712986456046	-82.8629584113
73.0	0.00066187216564	-84.2273636680
74.0	0.000623475516416	-85.3092852275
75.0	0.000594245592966	-86.1926477301
76.0	0.000571872915849	-86.9316758356
77.0	0.000554798292861	-87.5629439310
78.0	0.000541936761385	-88.1120238801
79.0	0.000532514917697	-88.5973514599
80.0	0.000525971114675	-89.0325775719
81.0	0.00052189208173	-89.4280534728
82.0	0.000519971487335	-89.7918004954
83.0	0.000519982173541	-90.1301618655
84.0	0.000521757187085	-90.4482524247
85.0	0.000525176626526	-90.7502764391
86.0	0.000530158452513	-91.0397573379
87.0	0.00053665207097	-91.3197075123
88.0	0.00054463391443	-91.5927567229
89.0	0.000554104520181	-91.8612516083
90.0	0.00056508677711	-92.1273349487
91.0	0.00057762512417	-92.3930108898
92.0	0.000591785588291	-92.6602005962
93.0	0.000607656596905	-92.9307918826
94.0	0.000625350570633	-93.2066856090
95.0	0.000645006340477	-93.4898413211
96.0	0.000666792503811	-93.7823244320
97.0	0.000690911876161	-94.0863573559
98.0	0.000717607283494	-94.4043772431
99.0	0.00074716903299	-94.7391034799
100.0	0.000779944527428	-95.0935386503
