	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	9.93383992738e-05	82.0352134770
52.0	0.000113760941188	81.6337619473
53.0	0.000130902348958	81.1633643271
54.0	0.000151503036749	80.6064416005
55.0	0.000176590310272	79.9385290958
56.0	0.000207629976207	79.1246056917
57.0	0.000246783845674	78.1128095957
58.0	0.00029736882836	76.8231093713
59.0	0.00036472335996	75.1255685147
60.0	0.000457954785762	72.7953583208
61.0	0.00059373557455	69.4105635663
62.0	0.000805138234872	64.0924484963
63.0	0.001161785615	54.7626148839
64.0	0.00178185983247	36.0328106630
65.0	0.00241503679849	-0.707578360211
66.0	0.00205968707124	-39.0654988351
67.0	0.00149353094295	-59.2461175742
68.0	0.00114550685619	-69.1945678351
69.0	0.000936601550069	-74.8033519292
70.0	0.000802462228543	-78.3515899876
71.0	0.000710929385378	-80.7905685588
72.0	0.000645535102087	-82.5717891075
73.0	0.000597229806992	-83.9337201089
74.0	0.000560697568056	-85.0132800260
75.0	0.000532635510232	-85.8944133362
76.0	0.000510894782077	-86.6313652237
77.0	0.000494023738748	-87.2607314530
78.0	0.000481011236601	-87.8081062884
79.0	0.000471135388522	-88.2919491381
80.0	0.000463870769975	-88.7259359329
81.0	0.000458829491651	-89.1204445975
82.0	0.000455722654999	-89.4835249779
83.0	0.000454334517018	-89.8215509169
84.0	0.000454504821274	-90.1396702451
85.0	0.000456116528841	-90.4421228893
86.0	0.000459087222212	-90.7324709418
87.0	0.000463363077861	-91.0137688314
88.0	0.000468914684152	-91.2886921390
89.0	0.000475734238302	-91.5596375679
90.0	0.000483833812081	-91.8288027403
91.0	0.000493244486579	-92.0982519864
92.0	0.000504016241023	-92.3699726898
93.0	0.000516218539575	-92.6459256599
94.0	0.00052994160604	-92.9280924002
95.0	0.000545298429245	-93.2185217355
96.0	0.000562427587481	-93.5193781205
97.0	0.000581497031273	-93.8329940939
98.0	0.000602709034822	-94.1619295058
99.0	0.000626306606777	-94.5090407668
100.0	0.000652581766146	-94.8774840328
