	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	36.5856761206	176.649386994
52.0	39.6816907367	176.425843253
53.0	43.1321981167	176.177300909
54.0	47.0002438512	175.899222267
55.0	51.3648458203	175.585913419
56.0	56.3263671880	175.230132380
57.0	62.0142013833	174.822526905
58.0	68.5980117838	174.350809373
59.0	76.3045850523	173.798513900
60.0	85.4438323220	173.143067915
61.0	96.4502244301	172.352696119
62.0	109.951330328	171.381248556
63.0	126.886169711	170.159147758
64.0	148.719991998	168.576638312
65.0	177.856799990	166.450657876
66.0	218.482281063	163.453829882
67.0	278.384761071	158.947013283
68.0	372.855184184	151.541661137
69.0	529.393890224	137.903499542
70.0	743.867531346	110.972040112
71.0	763.752706768	71.9482993693
72.0	566.520512953	44.4048949756
73.0	413.178284599	30.4352060795
74.0	319.379901298	22.8835410441
75.0	259.650485934	18.3065521712
76.0	219.062910465	15.2733272879
77.0	189.914555891	13.1279117497
78.0	168.045223228	11.5355093896
79.0	151.059955313	10.3094434915
80.0	137.497166378	9.33804975863
81.0	126.419472011	8.55067580979
82.0	117.200082263	7.9005353472
83.0	109.404908674	7.35546187616
84.0	102.724223851	6.89263573086
85.0	96.9313189696	6.49543237770
86.0	91.8565484593	6.15146166959
87.0	87.3705007957	5.85130538321
88.0	83.3727738130	5.58767954064
89.0	79.7842977365	5.35486385128
90.0	76.5419687971	5.14830366099
91.0	73.5948223956	4.96432632199
92.0	70.9012558864	4.79993494060
93.0	68.4269817172	4.65265535551
94.0	66.1434967970	4.52042031304
95.0	64.0269236726	4.40147974569
96.0	62.0571240153	4.2943292344
97.0	60.2170134338	4.19765110541
98.0	58.4920288860	4.11026337789
99.0	56.8697120970	4.03107302577
100.0	55.3393841339	3.95902653337
