	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	2.75122162429	-3.73078874991
52.0	2.99967361733	-3.96351501401
53.0	3.277925759	-4.22135411596
54.0	3.59133364316	-4.50884761018
55.0	3.94661071342	-4.83169341025
56.0	4.35228526233	-5.19713769166
57.0	4.81935426515	-5.61453702837
58.0	5.36223970981	-6.09618360453
59.0	6.00022302708	-6.65854804444
60.0	6.75965867623	-7.32420790411
61.0	7.67750284407	-8.12494368769
62.0	8.80715272193	-9.10691079888
63.0	10.2285349283	-10.3396924605
64.0	12.0664257041	-11.9330501073
65.0	14.5256706791	-14.0700524783
66.0	17.9632503787	-17.0780828044
67.0	23.0443245026	-21.5962892047
68.0	31.0781875559	-29.0132260749
69.0	44.4364012868	-42.6631753670
70.0	62.8851153036	-69.6066336803
71.0	65.0347623028	-108.642593477
72.0	48.5956751072	-136.198446579
73.0	35.7073607581	-150.180823859
74.0	27.8109423800	-157.745427655
75.0	22.7842752148	-162.335617200
76.0	19.3732969467	-165.382316798
77.0	16.9290575553	-167.541494178
78.0	15.1005384069	-169.147959576
79.0	13.6854761343	-170.388404684
80.0	12.5603549392	-171.374509925
81.0	11.6459208773	-172.176945053
82.0	10.8891610419	-172.842515032
83.0	10.2533505435	-173.403406498
84.0	9.71227989784	-173.882460862
85.0	9.24676131236	-174.296326145
86.0	8.84243463267	-174.657417881
87.0	8.48834436329	-174.975181808
88.0	8.17599029045	-175.256931672
89.0	7.89867811251	-175.508420074
90.0	7.65106548182	-175.734236685
91.0	7.42883818559	-175.938092098
92.0	7.22847532902	-176.123024382
93.0	7.04707608505	-176.291552244
94.0	6.88223043162	-176.445791106
95.0	6.73192123811	-176.587543001
96.0	6.59444948852	-176.718368107
97.0	6.46837675238	-176.839643712
98.0	6.35248052015	-176.952614903
99.0	6.24571966951	-177.058440771
100.0	6.14720775235	-177.158089750
