	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	53.8980040857	176.556480439
52.0	58.5359329236	176.330067956
53.0	63.7116564902	176.078591463
54.0	69.5211050843	175.797512014
55.0	76.0845168644	175.481134562
56.0	83.5546158935	175.122216119
57.0	92.1283094992	174.711403561
58.0	102.063797039	174.236408605
59.0	113.706225378	173.680764883
60.0	127.527273410	173.021899614
61.0	144.188238045	172.228037596
62.0	164.644398163	171.253029336
63.0	190.325254525	170.027298206
64.0	223.461680910	168.441090184
65.0	267.714437755	166.311344822
66.0	329.458935661	163.310688201
67.0	420.562460610	158.799982710
68.0	564.340867114	151.390685732
69.0	802.810119762	137.748528753
70.0	1130.26024967	110.813030150
71.0	1162.78886616	71.7852146409
72.0	864.261639573	44.2377098056
73.0	631.632850782	30.2639068555
74.0	489.269765281	22.7081285200
75.0	398.620127851	18.1270443746
76.0	337.041685022	15.0897628250
77.0	292.841536446	12.9403537344
78.0	259.701657164	11.3440500558
79.0	233.983830273	10.1142097310
80.0	213.467233405	9.13920957179
81.0	196.727240784	8.34844602203
82.0	182.811039242	7.69519084321
83.0	171.058558075	7.14734649666
84.0	160.998646539	6.68217543923
85.0	152.286254506	6.28315100760
86.0	144.662987446	5.93799990475
87.0	137.931522769	5.63744371384
88.0	131.938540092	5.37436610374
89.0	126.563039912	5.14324834814
90.0	121.708169640	4.93977886197
91.0	117.295386577	4.76057910562
92.0	113.260212340	4.60300930320
93.0	109.549090502	4.46503071485
94.0	106.117023712	4.34510929862
95.0	102.925767956	4.24215109219
96.0	99.9424295126	4.15546336494
97.0	97.1383575259	4.08473828141
98.0	94.4882502780	4.03005830644
99.0	91.9694196224	3.99192459441
100.0	89.5611666390	3.97130884671
